name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,BP,e_BP,RP,e_RP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J05591958-0918340,89.831612,-9.309454,49.148632,0.0585556,ms,nan,nan,nan,nan,10.124,0.023,14.103,0.003,15.861,0.005,12.839,0.004,0,1.507,0.298,0.000,41.79657,0.11171,81.46876,-2.47845,0.05533,3.99313,0.39934,3314.238168,0.772768227,11.3301,9.59E-14,4.66E-14,r,nan,0.316865801,0.000294618
2MASS J05592992+0228341,89.874679,2.476164,76.352272,0.3353653,ms,nan,nan,nan,nan,6.685,0.020,7.681,0.003,7.896,0.003,7.309,0.004,0,2.083,1.329,0.003,13891.05164,138.99740,7.65968,nan,nan,nan,nan,6546.848841,6.652404938,nan,nan,nan,nan,nan,1.47120384,0.003791871
2MASS J05594087-1119575,89.920307,-11.332663,60.6647758,0.04444125,ms,nan,nan,nan,nan,9.709,0.021,13.150,0.003,14.401,0.003,12.042,0.004,0,1.202,0.446,0.000,115.64342,0.29202,52.87790,nan,nan,5.35629,0.53564,3571.002533,0.657171793,nan,nan,nan,nan,nan,0.45260152,0.000394303
2MASS J06004358-0146572,90.181615,-1.782568,73.1530991,0.20567705,ms,nan,nan,nan,nan,11.532,0.023,15.642,0.003,17.533,0.015,14.332,0.006,0,1.125,0.224,0.000,25.74787,0.12650,102.23171,nan,nan,3.30867,0.33091,3196.906878,0.818658755,nan,nan,nan,nan,nan,0.26653692,0.000466635
2MASS J06010293+0651419,90.262213,6.861642,70.3335266,0.0868721,ms,nan,nan,nan,nan,7.986,0.031,9.571,0.003,9.961,0.003,9.013,0.004,0,1.060,0.901,0.001,2125.09103,7.33366,16.98300,nan,nan,8.89836,0.88986,5382.8824,1.662405225,nan,nan,nan,nan,nan,0.854758264,0.001014067
2MASS J06013953-1805069,90.414724,-18.085260,77.4706726,0.32094575,ms,nan,nan,nan,nan,12.330,0.025,16.543,0.003,18.496,0.016,15.228,0.004,0,1.002,0.181,0.001,14.74490,0.09436,117.11146,nan,nan,2.73380,0.27347,3103.274399,1.154316499,nan,nan,nan,nan,nan,0.214175248,0.000484813
2MASS J06014310+0232059,90.429598,2.534984,96.8231125,0.47903445,ms,nan,nan,nan,nan,12.161,0.030,16.071,0.003,17.778,0.011,14.816,0.004,0,1.134,0.238,0.001,29.36114,0.24443,97.74015,nan,nan,3.45955,0.34615,3222.539759,1.963922794,nan,nan,nan,nan,nan,0.279433896,0.000851033
2MASS J06025849-3840433,90.743739,-38.678707,79.7412338,0.1643372,ms,nan,nan,nan,nan,10.937,0.021,14.780,0.003,16.410,0.005,13.550,0.004,0,1.624,0.343,0.001,53.77276,0.19546,71.06580,nan,nan,4.40469,0.44051,3387.185989,1.050505491,nan,nan,nan,nan,nan,0.344677158,0.000400505
2MASS J06032727+2402152,90.863662,24.037577,61.9948425,0.08428765,ms,nan,nan,nan,nan,9.421,0.017,12.916,0.003,14.170,0.004,11.803,0.004,0,1.250,0.475,0.001,142.40165,0.43180,48.65816,-3.43338,0.00419,5.59209,0.55922,3626.985311,1.051912796,nan,2.08E-13,1.81E-14,c,nan,0.485318023,0.000499659
2MASS J06034928-0932390,90.955365,-9.544177,62.8947868,0.0719395,ms,nan,nan,nan,nan,8.561,0.023,11.013,0.003,11.700,0.003,10.213,0.004,0,1.230,0.690,0.000,532.05996,2.51666,27.69904,nan,nan,8.20445,0.82055,4301.648083,2.869140786,nan,nan,nan,nan,nan,0.669376705,0.000655804
2MASS J06040651-1108455,91.027157,-11.145990,58.2709274,0.0828552,ms,nan,nan,nan,nan,8.297,0.021,10.881,0.003,11.608,0.003,10.053,0.004,0,2.161,0.687,0.000,520.88952,1.31550,27.90432,nan,nan,8.13196,0.81324,4288.517487,1.564895279,nan,nan,nan,nan,nan,0.66676091,0.000305155
2MASS J06044345-0524299,91.181082,-5.408318,57.3843689,0.1403027,ms,nan,nan,nan,nan,10.917,0.019,14.809,0.003,16.473,0.005,13.571,0.004,0,1.160,0.253,0.001,32.25234,0.14671,93.34370,-2.77911,0.41177,3.58973,0.35903,3244.787909,1.075146775,nan,nan,nan,nan,nan,0.289074761,0.000465897
2MASS J06052290+2343495,91.345451,23.730433,63.9143372,0.22553445,ms,nan,nan,nan,nan,12.252,0.020,16.202,0.003,18.042,0.014,14.928,0.004,0,1.129,0.177,0.000,14.00214,0.07775,118.66311,-1.42160,0.12871,2.68133,0.26819,3093.921328,1.001983213,nan,nan,nan,nan,nan,0.210246958,0.000420833
2MASS J06053698+0953570,91.404107,9.899169,63.2184792,0.17822265,ms,nan,nan,nan,nan,11.173,0.024,15.153,0.003,16.975,0.006,13.878,0.004,0,1.107,0.237,0.001,29.19375,0.14847,98.01538,nan,nan,3.45163,0.34523,3221.185352,1.201686037,nan,nan,nan,nan,nan,0.278846986,0.000520731
2MASS J06062513-3035258,91.604749,-30.590504,61.1099701,0.05727575,ms,nan,nan,nan,nan,10.487,0.021,14.220,0.003,15.769,0.006,13.014,0.005,0,1.138,0.341,0.000,53.12962,0.12994,71.52614,nan,nan,4.38504,0.43852,3383.702204,0.707253779,15.5056,1.40E-13,5.56E-14,r,nan,0.343348965,0.000269641
2MASS J06063756-1230104,91.656506,-12.502907,58.8554955,0.07237625,ms,nan,nan,nan,nan,10.049,0.024,13.729,0.003,15.187,0.004,12.546,0.004,0,1.260,0.384,0.000,72.89823,0.26653,63.12958,-1.83184,0.04478,4.73798,0.47380,3448.115636,0.422652909,13.7875,1.64E-13,5.98E-14,r,nan,0.388173454,0.000633979
2MASS J06071829+1814012,91.826245,18.233667,47.3971901,0.04739765,ms,nan,nan,nan,nan,8.870,0.021,11.871,0.003,12.832,0.003,10.904,0.004,0,1.221,0.535,0.000,199.05389,0.53666,41.35674,nan,nan,6.04838,0.60485,3755.505015,1.071861007,nan,nan,nan,nan,nan,0.538333779,0.000419
2MASS J06081252-2607139,92.052190,-26.120539,71.7546387,0.09418485,ms,nan,nan,nan,nan,10.853,0.024,14.700,0.003,16.302,0.008,13.473,0.005,0,1.167,0.325,0.001,48.63001,0.13577,75.02021,nan,nan,4.24049,0.42407,3358.080653,0.807186407,nan,nan,nan,nan,nan,0.333580749,0.00030774
2MASS J06081481-0240599,92.061714,-2.683307,78.9849319,0.0867271,ms,nan,nan,nan,nan,8.324,0.036,9.992,0.003,10.412,0.004,9.410,0.004,0,0.862,0.885,0.000,1836.09435,6.09376,17.59993,nan,nan,8.61825,0.86190,5296.278472,1.978598583,nan,nan,nan,nan,nan,0.822555808,0.00071949
2MASS J06090157-0028013,92.256572,-0.467048,97.9217453,0.15060805,ms,nan,nan,nan,nan,9.635,0.023,12.304,0.003,13.079,0.003,11.447,0.004,0,1.227,0.660,0.000,437.96036,1.15342,29.83886,nan,nan,7.53862,0.75390,4180.930606,1.631802975,nan,nan,nan,nan,nan,0.645781468,0.000318202
2MASS J06090596-1226455,92.274865,-12.445988,92.1898499,0.19096375,ms,nan,nan,nan,nan,11.307,0.024,15.041,0.003,16.588,0.004,13.830,0.004,0,1.110,0.350,0.001,55.76574,0.20342,69.69431,nan,nan,4.46414,0.44645,3397.722727,1.054208072,nan,nan,nan,nan,nan,0.34869429,0.000401917
2MASS J06101775+2234199,92.573996,22.572203,28.6250515,0.02155015,ms,nan,nan,nan,nan,9.044,0.018,12.972,0.003,14.677,0.008,11.710,0.004,2,1.402,0.292,0.000,40.60750,0.09360,82.76939,-4.96396,0.00406,3.94598,0.39462,3305.881916,0.66657734,nan,3.74E-13,9.45E-14,r,0,0.313679981,0.000254133
2MASS J06111426+0856182,92.809430,8.938414,77.1081314,0.10307695,ms,nan,nan,nan,nan,8.802,0.019,11.074,0.003,11.678,0.003,10.337,0.004,0,0.923,0.719,0.000,741.26198,1.66384,25.78527,nan,nan,9.09511,0.90951,4543.287644,2.225664771,nan,nan,nan,nan,nan,0.708746573,0.000166925
2MASS J06112000+0711033,92.833353,7.184251,18.4364281,0.00978185,ms,nan,nan,nan,nan,8.805,0.021,12.674,0.003,14.402,0.004,11.412,0.004,0,1.346,0.223,0.000,25.29175,0.05869,102.67283,-2.51159,0.03046,3.29034,0.32904,3193.921368,0.387170536,1.2339,4.95E-13,8.49E-14,rs,nan,0.26483518,0.000220687
2MASS J06112333-4052439,92.847246,-40.878887,88.8169632,0.11088565,ms,nan,nan,nan,nan,9.859,0.021,12.709,0.003,13.575,0.003,11.797,0.004,0,1.087,0.597,0.000,311.77235,0.40052,35.09323,nan,nan,6.65431,0.66544,3943.581318,0.836345847,nan,nan,nan,nan,nan,0.609584487,9.75737E-05
2MASS J06112604-0135060,92.858511,-1.585004,83.9186783,0.1388435,ms,nan,nan,nan,nan,9.359,0.021,12.052,0.003,12.847,0.003,11.179,0.004,0,1.449,0.653,0.000,417.13961,1.14536,30.41162,nan,nan,7.39122,0.73917,4150.711496,1.70118818,nan,nan,nan,nan,nan,0.639888742,0.000331732
2MASS J06120661+0638155,93.027546,6.637640,99.3057404,0.2440262,ms,nan,nan,nan,nan,11.238,0.021,14.886,0.003,16.335,0.005,13.711,0.004,0,0.991,0.382,0.000,71.51589,0.39865,63.43554,nan,nan,4.72595,0.47261,3445.898443,0.643769753,nan,nan,nan,nan,nan,0.384847664,0.000965655
2MASS J06123251+1028316,93.135482,10.475472,103.524872,0.30851,ms,nan,nan,nan,nan,8.029,0.033,9.622,0.003,9.907,0.003,9.047,0.004,0,1.453,1.016,0.001,4279.13643,28.49623,13.37467,2.85981,0.01618,9.49555,0.94956,5817.022112,3.706107185,nan,nan,nan,nan,nan,1.03707846,0.00197659
2MASS J06131764-0937550,93.323500,-9.631955,78.6132889,0.2465248,ms,nan,nan,nan,nan,11.705,0.021,15.724,0.003,17.487,0.008,14.454,0.004,0,1.065,0.228,0.000,27.16571,0.14600,100.92175,nan,nan,3.36196,0.33624,3205.860635,0.895344429,nan,nan,nan,nan,nan,0.271640562,0.000510346
2MASS J06143922+3039010,93.663449,30.650282,90.1253891,0.46751405,ms,nan,nan,nan,nan,9.617,0.021,12.804,0.003,13.784,0.004,11.791,0.004,0,4.046,0.590,0.001,305.57253,1.13065,35.69682,nan,nan,6.61474,0.66151,3930.496387,2.405949729,nan,nan,nan,nan,nan,0.608057912,0.000280694
2MASS J06145430-0700528,93.726270,-7.014672,81.5847473,0.16584395,ms,nan,nan,nan,nan,11.477,0.027,15.165,0.003,16.694,0.005,13.965,0.004,0,1.126,0.302,0.001,42.89487,0.15446,80.32000,nan,nan,4.03550,0.40359,3321.747961,1.040660508,nan,nan,nan,nan,nan,0.31972891,0.000396752
2MASS J06150004-0112091,93.750175,-1.202530,86.0453796,0.3721199,ms,nan,nan,nan,nan,11.506,0.023,15.488,0.003,17.262,0.011,14.218,0.004,0,1.298,0.277,0.001,37.29931,0.24815,86.74032,nan,nan,3.80325,0.38049,3281.278285,1.919846368,nan,nan,nan,nan,nan,0.304299846,0.000731941
2MASS J06150993+0321420,93.791403,3.361683,69.7494659,0.0911751,ms,nan,nan,nan,nan,10.394,0.023,13.777,0.003,15.025,0.004,12.669,0.004,0,1.193,0.412,0.000,94.29430,0.23620,58.17936,nan,nan,5.00168,0.50020,3496.731864,0.977862275,nan,nan,nan,nan,nan,0.428425518,0.000271628
2MASS J06152328+2729321,93.847029,27.492273,42.8858414,0.0280037,ms,nan,nan,nan,nan,7.710,0.027,10.110,0.003,10.745,0.003,9.354,0.004,0,1.177,0.694,0.000,580.21678,2.33778,27.44320,0.72910,0.01613,8.44721,0.84480,4354.329663,2.444853069,nan,nan,nan,nan,nan,0.681418209,0.000558824
2MASS J06162019-0807446,94.084150,-8.129067,61.6697655,0.0818825,ms,nan,nan,nan,nan,10.276,0.019,13.910,0.003,15.342,0.003,12.738,0.004,0,1.266,0.377,0.000,67.81197,0.25686,64.29457,nan,nan,4.69254,0.46926,3439.739466,0.437846086,nan,nan,nan,nan,nan,0.375609198,0.000656769
2MASS J06165645-2952121,94.235220,-29.870037,78.8731461,0.10958865,ms,nan,nan,nan,nan,7.039,0.017,8.077,0.003,8.311,0.003,7.682,0.004,0,1.028,1.238,0.002,10062.52756,39.49632,8.87515,nan,nan,8.87487,0.88749,6328.866482,2.977288821,nan,nan,nan,nan,nan,1.348433241,0.001488644
2MASS J06170457-0559175,94.269046,-5.988200,73.4497757,0.2635155,ms,nan,nan,nan,nan,11.956,0.024,15.962,0.003,17.793,0.014,14.674,0.005,0,0.966,0.207,0.000,20.57090,0.12405,107.93306,nan,nan,3.07846,0.30791,3159.411543,1.004245322,nan,nan,nan,nan,nan,0.24516458,0.00057242
2MASS J06180774+3009198,94.532276,30.155521,101.600204,0.195076,ms,nan,nan,nan,nan,9.959,0.018,12.763,0.003,13.588,0.003,11.874,0.004,0,0.946,0.622,0.001,338.52925,1.41517,32.91358,nan,nan,6.82140,0.68221,3998.823513,3.321484704,nan,nan,nan,nan,nan,0.616203206,0.00045293
2MASS J06193931+2921349,94.913807,29.359709,102.863319,0.1466295,ms,nan,nan,nan,nan,10.173,0.017,13.148,0.003,14.064,0.003,12.202,0.004,0,1.034,0.582,0.001,288.14686,1.32255,36.51309,1.00539,0.38489,6.51106,0.65116,3896.440679,2.651714258,nan,nan,nan,nan,nan,0.59961017,0.000662929
2MASS J06201667-2719204,95.069484,-27.322350,77.7024918,0.2268333,ms,nan,nan,nan,nan,10.475,0.021,14.175,0.003,15.603,0.004,12.996,0.004,0,2.574,0.396,0.001,84.09793,0.53714,60.89933,nan,nan,4.82775,0.48279,3464.667176,0.737345179,nan,nan,nan,nan,nan,0.413000764,0.001106018
2MASS J06214053-1124327,95.418888,-11.409092,92.2425919,0.90460965,ms,nan,nan,nan,nan,13.162,0.033,17.430,0.003,19.629,0.056,16.089,0.007,0,0.834,0.155,0.001,10.44311,0.15554,127.18598,nan,nan,2.38289,0.23886,3037.874134,3.091525119,nan,nan,nan,nan,nan,0.189192041,0.000951238
2MASS J06215530-1630166,95.480452,-16.504635,98.9007721,0.59368895,ms,nan,nan,nan,nan,12.609,0.019,16.706,0.003,18.609,0.016,15.412,0.004,0,1.054,0.201,0.001,19.16766,0.18529,109.80219,nan,nan,3.00600,0.30076,3147.609861,1.606972602,nan,nan,nan,nan,nan,0.238437621,0.000915974
2MASS J06223371-0638108,95.640490,-6.636341,94.9649506,0.1536865,ms,nan,nan,nan,nan,9.406,0.021,11.894,0.003,12.578,0.003,11.098,0.004,0,1.109,0.691,0.000,540.99593,3.03643,27.64964,nan,nan,8.25112,0.82526,4311.774863,3.403034683,nan,nan,nan,nan,nan,0.671691397,0.000777836
2MASS J06225447-0825252,95.726990,-8.423682,119.536156,0.5082475,ms,nan,nan,nan,nan,11.963,0.024,15.502,0.003,16.888,0.007,14.347,0.004,0,1.088,0.362,0.001,59.77746,0.39162,67.16091,nan,nan,4.57374,0.45749,3417.836072,1.890593035,nan,nan,nan,nan,nan,0.356362502,0.000720789
2MASS J06225995+0247594,95.749808,2.799839,62.4019737,0.08651735,ms,nan,nan,nan,nan,8.121,0.027,10.169,0.003,10.691,0.003,9.501,0.004,0,1.081,0.781,0.000,1090.81874,3.46651,22.26375,1.12601,0.01178,9.32640,0.93265,4836.680726,3.100399799,nan,nan,nan,nan,nan,0.755692816,0.000321523
2MASS J06233346+1443210,95.889458,14.722516,103.758263,0.5693285,ms,nan,nan,nan,nan,10.698,0.019,13.759,0.003,14.750,0.003,12.774,0.004,0,3.349,0.515,0.001,173.79157,1.55562,43.61373,nan,nan,5.86289,0.58642,3701.474893,3.547587878,nan,nan,nan,nan,nan,0.517212913,0.001386784
2MASS J06233709-0355367,95.904578,-3.926867,101.103523,0.2774965,ms,nan,nan,nan,nan,11.150,0.021,14.893,0.003,16.373,0.006,13.704,0.004,0,1.047,0.384,0.001,73.62380,0.44737,62.97199,-3.10490,0.04571,4.74420,0.47443,3449.262619,0.701594791,nan,nan,nan,nan,nan,0.389893929,0.001052392
2MASS J06242410+4031155,96.100437,40.520996,32.6862564,0.04716685,ms,nan,nan,nan,nan,9.519,0.018,13.198,0.003,14.722,0.004,11.993,0.004,0,1.059,0.300,0.001,42.34287,0.12393,80.89128,nan,nan,4.01434,0.40146,3317.997923,0.846129991,nan,nan,nan,nan,nan,0.318299208,0.000322587
2MASS J06243934-2124342,96.163950,-21.409510,101.872459,0.1268195,ms,nan,nan,nan,nan,10.288,0.023,13.581,0.003,14.671,0.004,12.543,0.004,0,1.132,0.530,0.000,192.15934,0.56492,41.92925,nan,nan,6.00020,0.60003,3741.471611,1.168641683,nan,nan,nan,nan,nan,0.532847994,0.000456833
2MASS J06250632-1807440,96.276350,-18.128916,103.105377,0.3664095,ms,nan,nan,nan,nan,8.707,0.019,10.481,0.003,10.894,0.003,9.897,0.004,0,2.610,0.893,0.001,1984.17342,14.23615,17.27909,nan,nan,8.75202,0.87534,5342.594841,4.269200822,nan,nan,nan,nan,nan,0.839398124,0.001552437
2MASS J06250633-1226133,96.276389,-12.437031,100.127228,0.40276695,ms,nan,nan,nan,nan,11.387,0.023,15.170,0.003,16.749,0.012,13.953,0.004,0,1.213,0.356,0.001,57.69029,0.35955,68.44333,nan,nan,4.51792,0.45190,3407.546225,1.798850795,nan,nan,nan,nan,nan,0.352439498,0.000685812
2MASS J06252244+2945077,96.343507,29.752163,92.4261093,0.30047225,ms,nan,nan,nan,nan,11.781,0.026,15.377,0.003,16.800,0.005,14.207,0.004,0,1.018,0.310,0.001,44.63265,0.23100,78.59722,nan,nan,4.10037,0.41012,3333.246204,1.494597647,nan,nan,nan,nan,nan,0.324112615,0.000569815
2MASS J06255260-0805240,96.469173,-8.090013,103.444801,0.174038,ms,nan,nan,nan,nan,9.933,0.024,12.844,0.003,13.716,0.004,11.927,0.004,0,1.030,0.617,0.000,331.80343,0.49828,33.29905,nan,nan,6.77700,0.67771,3984.14623,0.977560491,nan,nan,nan,nan,nan,0.61431706,0.000114049
2MASS J06260226-1115333,96.509427,-11.259264,111.451729,0.3047295,ms,nan,nan,nan,nan,11.319,0.023,14.935,0.003,16.344,0.006,13.768,0.004,0,1.116,0.398,0.001,85.89475,0.52034,60.57731,nan,nan,4.84103,0.48412,3467.115525,0.699459678,nan,nan,nan,nan,nan,0.416673288,0.00104919
2MASS J06260638-0819302,96.526604,-8.325058,107.407478,0.201767,ms,nan,nan,nan,nan,10.573,0.023,14.045,0.003,15.270,0.004,12.946,0.004,0,1.145,0.487,0.001,149.15520,0.54411,47.05951,nan,nan,5.65068,0.56509,3643.084008,1.265115622,nan,nan,nan,nan,nan,0.492964904,0.00060093
2MASS J06260656-0819221,96.527352,-8.322833,107.36834,0.2778965,ms,nan,nan,nan,nan,11.217,0.023,14.911,0.003,16.347,0.005,13.735,0.004,0,1.130,0.393,0.001,81.55409,0.47314,61.37076,nan,nan,4.80846,0.48086,3461.109961,0.669943965,nan,nan,nan,nan,nan,0.407664942,0.001004916
2MASS J06282874-1917049,97.119754,-19.284708,65.7157135,0.50331115,ms,nan,nan,nan,nan,12.299,0.029,16.895,0.003,18.985,0.032,15.462,0.005,0,1.687,0.147,0.001,9.08733,0.10631,130.83013,nan,nan,2.22806,0.22318,3008.795828,2.432037371,nan,nan,nan,nan,nan,0.18024487,0.000748319
2MASS J06283114+0555271,97.129790,5.924217,100.961647,0.168545,ms,nan,nan,nan,nan,9.680,0.086,12.813,0.003,13.685,0.003,11.896,0.004,0,1.124,0.615,0.000,329.51813,0.49257,33.49261,nan,nan,6.76339,0.67635,3979.643911,0.973053401,nan,nan,nan,nan,nan,0.61379179,0.000113523
2MASS J06291005+0057156,97.291907,0.954351,101.163345,0.2496795,ms,nan,nan,nan,nan,11.248,0.026,14.620,0.003,15.847,0.005,13.523,0.004,0,1.043,0.408,0.001,92.28265,0.34376,58.80793,0.00000,0.00000,4.95596,0.49566,3488.303002,1.453295144,nan,nan,nan,nan,nan,0.426084167,0.000403693
2MASS J06294674-2830599,97.444759,-28.516665,55.9249191,0.27109715,ms,nan,nan,nan,nan,12.621,0.026,17.279,0.003,19.743,0.048,15.871,0.005,0,1.024,0.119,0.000,5.69327,0.02997,143.35054,nan,nan,1.72629,0.17277,2905.102012,1.44012627,nan,nan,nan,nan,nan,0.152057819,0.00022802
2MASS J06304325-1523452,97.680220,-15.395909,87.6091156,0.2078133,ms,nan,nan,nan,nan,11.051,0.021,14.750,0.003,16.225,0.006,13.564,0.004,0,1.142,0.371,0.000,63.19299,0.34300,65.45515,nan,nan,4.64823,0.46484,3431.569465,0.626898379,nan,nan,nan,nan,nan,0.363354198,0.000940348
2MASS J06310801-1557172,97.783388,-15.954782,109.538383,0.3200605,ms,nan,nan,nan,nan,11.359,0.021,14.973,0.003,16.365,0.005,13.811,0.004,0,1.165,0.392,0.001,80.19061,0.51256,61.63136,nan,nan,4.79787,0.47980,3459.157375,0.737890757,nan,nan,nan,nan,nan,0.404736063,0.001106836
2MASS J06311608+3051531,97.817033,30.864771,96.3949356,0.1816101,ms,nan,nan,nan,nan,10.855,0.022,14.332,0.003,15.624,0.004,13.208,0.004,0,1.149,0.427,0.001,103.11427,0.31727,55.65580,0.00000,0.00000,5.16973,0.51700,3531.681861,1.200806304,nan,nan,nan,nan,nan,0.43813385,0.000333557
2MASS J06314004-2618385,97.916855,-26.310722,47.3360786,0.0623589,ms,nan,nan,nan,nan,10.540,0.022,14.487,0.003,16.173,0.004,13.231,0.004,0,1.512,0.242,0.000,30.02619,0.09284,96.67047,nan,nan,3.49060,0.34909,3227.845557,0.73128678,nan,nan,nan,nan,nan,0.281733075,0.000316891
2MASS J06315073+4129458,97.961400,41.496082,27.8047314,0.01793195,ms,nan,nan,nan,nan,8.805,0.015,13.039,0.003,15.043,0.006,11.715,0.005,0,1.083,0.277,0.000,37.19779,0.08308,86.87127,-2.26474,0.02097,3.79863,0.37988,3280.489163,0.645967293,0.2995,6.22E-13,1.34E-13,r,nan,0.303998993,0.000246275
2MASS J06320027-2016067,98.001140,-20.268547,74.9556503,0.10985945,ms,nan,nan,nan,nan,8.701,0.025,10.959,0.003,11.553,0.003,10.226,0.004,0,1.660,0.725,0.000,762.88654,1.79408,25.45303,nan,nan,9.11098,0.91110,4571.832171,2.331732115,nan,nan,nan,nan,nan,0.710887413,0.00017488
2MASS J06320274+4024093,98.011424,40.402588,37.3078995,0.0262508,ms,nan,nan,nan,nan,6.983,0.017,9.044,0.003,9.564,0.003,8.370,0.004,0,1.093,0.782,0.000,1097.36523,2.76224,22.21870,1.69778,0.00814,9.33401,0.93341,4842.527583,2.456583844,11.1577,2.40E-13,8.83E-14,r,nan,0.756299157,0.000254757
2MASS J06320502-2349074,98.020956,-23.818731,106.207237,0.330292,ms,nan,nan,nan,nan,12.115,0.029,15.912,0.003,17.553,0.009,14.675,0.004,0,1.008,0.281,0.001,38.14154,0.19017,85.67601,nan,nan,3.84108,0.38420,3287.743218,1.43996706,nan,nan,nan,nan,nan,0.306764602,0.000548987
2MASS J06332221-3417193,98.342549,-34.288704,91.5195923,0.150753,ms,nan,nan,nan,nan,10.727,0.023,14.203,0.003,15.497,0.003,13.080,0.004,0,1.143,0.429,0.000,104.13772,0.29486,55.38504,nan,nan,5.18804,0.51883,3535.542221,1.105145347,nan,nan,nan,nan,nan,0.439206172,0.000306985
2MASS J06341108+3552005,98.546192,35.866821,65.5209198,0.5944214,ms,nan,nan,nan,nan,11.422,0.022,16.336,0.004,nan,nan,nan,nan,1,1.152,0.173,0.001,13.26640,0.18016,120.30853,-3.17548,0.04877,2.62932,0.26325,3084.154069,2.440861182,nan,nan,nan,nan,nan,0.206144709,0.001025162
2MASS J06342957+1454125,98.623221,14.903480,64.1978455,0.2775955,ms,nan,nan,nan,nan,12.654,0.021,16.848,0.003,18.880,0.031,15.518,0.004,0,0.928,0.146,0.000,9.06386,0.06181,130.89902,nan,nan,2.22518,0.22265,3008.255046,1.421031918,nan,nan,nan,nan,nan,0.180078476,0.000437241
2MASS J06361235-2111040,99.051487,-21.184452,95.1995392,0.22092435,ms,nan,nan,nan,nan,11.479,0.025,15.331,0.003,16.971,0.006,14.097,0.004,0,0.979,0.323,0.001,48.07359,0.19022,75.48898,nan,nan,4.22169,0.42222,3354.748814,1.143336428,nan,nan,nan,nan,nan,0.332310485,0.000435897
2MASS J06361350-1305508,99.056277,-13.097446,105.168983,0.1585695,ms,nan,nan,nan,nan,10.401,0.026,13.539,0.003,14.575,0.003,12.528,0.004,0,1.105,0.541,0.000,208.80173,0.84009,40.62780,nan,nan,6.11050,0.61107,3773.600517,1.268240377,nan,nan,nan,nan,nan,0.545980284,0.000697532
2MASS J06362431-1104064,99.101326,-11.068448,121.44902,0.6316035,ms,nan,nan,nan,nan,12.373,0.027,16.103,0.003,17.633,0.009,14.895,0.004,0,1.027,0.293,0.001,40.80608,0.32181,82.54788,nan,nan,3.95395,0.39560,3307.294344,2.274398325,nan,nan,nan,nan,nan,0.314218469,0.000867114
2MASS J06375035-3311540,99.459792,-33.198338,84.2331085,0.4426384,ms,nan,nan,nan,nan,13.117,0.034,17.325,0.003,19.383,0.037,15.995,0.005,0,0.991,0.151,0.001,9.79843,0.07999,128.84127,nan,nan,2.31195,0.23137,3024.550095,1.700081571,nan,nan,nan,nan,nan,0.185092337,0.000523102
2MASS J06390029+0925236,99.751230,9.423232,106.053535,0.559742,ms,nan,nan,nan,nan,11.835,0.019,15.423,0.003,16.840,0.008,14.258,0.004,0,1.060,0.340,0.001,52.91755,0.42314,71.67992,nan,nan,4.37851,0.43804,3382.544231,2.305919657,nan,nan,nan,nan,nan,0.342907488,0.000879132
2MASS J06394000+0403418,99.916704,4.061620,65.5688248,0.5822945,ms,nan,nan,nan,nan,8.046,0.031,10.732,0.003,11.500,0.003,9.873,0.004,0,9.655,0.718,0.002,737.28457,7.73772,25.84803,nan,nan,9.09214,0.90923,4537.9469,10.36371189,nan,nan,nan,nan,nan,0.708346017,0.000777278
2MASS J06395465-1303280,99.977734,-13.057803,73.2847977,0.15144345,ms,nan,nan,nan,nan,10.319,0.026,13.879,0.003,15.262,0.004,12.723,0.004,0,1.714,0.412,0.001,94.60134,0.30970,58.08529,nan,nan,5.00857,0.50090,3498.00253,1.277518212,nan,nan,nan,nan,nan,0.428778481,0.000354866
2MASS J06402457+1121057,100.102394,11.351603,109.770073,0.273598,ms,nan,nan,nan,nan,10.993,0.023,14.384,0.003,15.591,0.004,13.295,0.004,0,1.054,0.451,0.001,120.35257,0.55393,52.10969,0.00000,0.00000,5.40564,0.54059,3581.403201,1.196566425,nan,nan,nan,nan,nan,0.45884192,0.00071794
2MASS J06404146-0457450,100.172790,-4.962501,109.206833,0.181057,ms,nan,nan,nan,nan,9.667,0.023,12.124,0.003,12.793,0.003,11.339,0.004,0,1.068,0.695,0.000,591.34726,3.36629,27.38749,nan,nan,8.50044,0.85019,4365.882896,3.451346558,nan,nan,nan,nan,nan,0.684058948,0.000788879
2MASS J06411281+4744195,100.303382,47.738773,40.1719437,0.0394249,wd,nan,nan,nan,nan,15.230,0.153,14.824,0.003,14.811,0.003,14.892,0.004,0,1.019,0.197,0.000,18.16636,0.04827,111.24628,nan,nan,2.95098,0.29511,3138.647911,0.443286682,nan,nan,nan,nan,nan,0.23332931,0.000252673
