name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,BP,e_BP,RP,e_RP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J05213941+0144568,80.414231,1.749117,40.4568825,0.03687095,ms,nan,nan,nan,nan,10.273,0.019,14.042,0.003,15.639,0.004,12.822,0.004,0,1.118,0.254,0.000,32.44498,0.08697,93.07268,nan,nan,3.59799,0.35982,3246.198619,0.634138226,nan,nan,nan,nan,nan,0.289686068,0.000274793
2MASS J05220154+1534547,80.506425,15.581870,58.6814384,0.32213025,ms,nan,nan,nan,nan,12.237,0.025,16.597,0.003,18.718,0.025,15.240,0.004,0,1.096,0.149,0.001,9.42071,0.08012,129.87471,nan,nan,2.26818,0.22701,3016.329705,1.770938754,nan,nan,nan,nan,nan,0.182562986,0.000544904
2MASS J05222053+3031097,80.585561,30.519369,28.7219086,0.0178957,ms,nan,nan,nan,nan,8.526,0.017,12.141,0.003,13.537,0.003,10.976,0.004,0,1.260,0.386,0.000,74.92228,0.22443,62.69490,0.78216,0.05751,4.75518,0.47552,3451.28736,0.34640058,nan,nan,nan,nan,nan,0.39293104,0.000519601
2MASS J05224773+4337494,80.698877,43.630413,49.4096451,0.04832075,ms,nan,nan,nan,nan,10.415,0.023,14.287,0.003,15.950,0.005,13.048,0.004,0,1.132,0.277,0.000,37.20945,0.09227,86.85620,-2.38576,0.03434,3.79917,0.37994,3280.579924,0.717065708,8.1089,1.38E-13,5.70E-14,r,nan,0.304033596,0.000273381
2MASS J05225444+0812039,80.726862,8.201100,77.6958923,0.10322185,ms,nan,nan,nan,nan,8.414,0.018,10.281,0.003,10.742,0.003,9.657,0.004,0,0.964,0.821,0.001,1430.48796,3.04872,20.31184,1.53715,0.04123,9.61593,0.96162,5101.226451,1.618053282,9.4451,3.95E-14,2.88E-15,x,nan,0.78324529,0.000323611
2MASS J05231043-0141520,80.793485,-1.697789,45.8203773,0.0388794,ms,nan,nan,nan,nan,8.600,0.019,11.708,0.003,12.725,0.003,10.705,0.004,0,1.244,0.544,0.000,213.93618,0.68234,40.31583,nan,nan,6.13684,0.61369,3781.273355,1.005781183,nan,nan,nan,nan,nan,0.550200345,0.00055318
2MASS J05234512+0620513,80.938014,6.347611,57.4825935,0.21549605,ms,nan,nan,nan,nan,12.251,0.020,16.560,0.003,18.673,0.023,15.216,0.004,0,0.990,0.149,0.000,9.36994,0.05623,130.01749,nan,nan,2.26216,0.22631,3015.199864,1.251109405,nan,nan,nan,nan,nan,0.182215343,0.000384957
2MASS J05242204+1803185,81.091857,18.055159,65.57377049,6.148884708,ms,nan,nan,nan,nan,10.965,0.017,14.779,0.005,16.195,0.005,13.475,0.004,0,22.182,0.292,0.024,40.41419,5.66638,82.98673,nan,nan,3.93819,0.44837,3304.500336,37.9893125,nan,nan,nan,nan,nan,0.313153253,0.014483425
2MASS J05243911+2836417,81.162993,28.611605,50.5425262,0.09886165,ms,nan,nan,nan,nan,10.102,0.019,14.068,0.003,15.672,0.004,12.804,0.004,0,2.266,0.309,0.001,44.58189,0.15641,78.64599,nan,nan,4.09851,0.40989,3332.916715,1.013983914,nan,nan,nan,nan,nan,0.323986997,0.000386581
2MASS J05245421+4209276,81.225915,42.157673,50.631897,0.0894165,ms,nan,nan,nan,nan,10.371,0.020,14.368,0.003,16.135,0.004,13.094,0.004,0,1.767,0.273,0.001,36.51543,0.11995,87.76688,nan,nan,3.76727,0.37677,3275.12867,0.949506499,nan,nan,nan,nan,nan,0.301955305,0.000361999
2MASS J05250825-0212109,81.284380,-2.203034,62.03473945,4.502521412,ms,nan,nan,nan,nan,10.743,0.019,15.444,0.004,16.668,0.007,13.537,0.005,1,nan,0.215,0.008,22.94163,2.66203,105.11846,nan,nan,3.19033,0.33832,3177.631115,18.3376325,nan,nan,nan,nan,nan,0.255549735,0.010452451
2MASS J05251197+1630596,81.299891,16.516563,52.6353455,0.1306763,ms,nan,nan,nan,nan,11.315,0.020,15.386,0.003,17.261,0.007,14.090,0.004,0,1.107,0.199,0.000,18.49389,0.08240,110.76294,nan,nan,2.96931,0.29697,3141.63263,0.742617119,nan,nan,nan,nan,nan,0.235030599,0.000423292
2MASS J05252699+2104078,81.362492,21.068851,54.6391106,0.05071065,ms,nan,nan,nan,nan,8.913,0.018,12.079,0.003,13.119,0.003,11.064,0.004,1,1.150,0.545,0.000,216.11952,0.70760,40.18629,nan,nan,6.14785,0.61479,3784.480441,1.032447374,nan,nan,nan,nan,nan,0.551964243,0.000567846
2MASS J05254493+1044028,81.437248,10.734117,66.6805267,0.0880966,ms,nan,nan,nan,nan,9.525,0.018,12.824,0.003,13.946,0.003,11.770,0.004,0,1.089,0.512,0.000,170.64619,0.51568,43.92857,-0.82815,0.12980,5.83673,0.58369,3694.20379,1.201217771,nan,nan,nan,nan,nan,0.514370572,0.000469567
2MASS J05260972+1029023,81.540528,10.483985,64.3043747,0.28360365,ms,nan,nan,nan,nan,11.998,0.021,16.203,0.003,18.194,0.013,14.880,0.004,0,1.054,0.178,0.001,14.11785,0.09562,118.41450,nan,nan,2.68926,0.26900,3095.410492,1.221427869,nan,nan,nan,nan,nan,0.210872407,0.000513
2MASS J05261570+0033463,81.565454,0.562887,51.9522438,0.0759392,ms,nan,nan,nan,nan,10.898,0.019,14.853,0.003,16.623,0.005,13.587,0.004,0,1.039,0.227,0.000,26.61377,0.08394,101.42109,nan,nan,3.34189,0.33420,3202.431926,0.525996992,nan,nan,nan,nan,nan,0.269686198,0.000299818
2MASS J05271107+1131329,81.796144,11.525820,62.786499,0.08594895,ms,nan,nan,nan,nan,7.086,0.027,8.375,0.003,8.657,0.003,7.920,0.004,1,0.963,1.047,0.001,4936.63601,17.54563,12.56505,nan,nan,9.42626,0.94263,5900.106819,2.157145603,nan,nan,nan,nan,nan,1.082918182,0.001232655
2MASS J05284754+0152075,82.198100,1.868772,64.3101044,0.08187105,ms,nan,nan,nan,nan,10.399,0.022,14.201,0.003,15.763,0.008,12.988,0.005,0,1.172,0.357,0.000,57.98790,0.15960,68.25591,nan,nan,4.52600,0.45262,3409.036002,0.795761548,nan,nan,nan,nan,nan,0.353007476,0.000303384
2MASS J05292137+1151309,82.339053,11.858594,70.5335999,0.2306175,ms,nan,nan,nan,nan,11.690,0.022,15.681,0.003,17.474,0.008,14.407,0.004,0,1.076,0.217,0.000,23.64395,0.13163,104.35524,nan,nan,3.22125,0.32218,3182.667914,0.927349806,nan,6.31E-13,1.10E-13,r,0,0.258420711,0.000528589
2MASS J05301288+2038486,82.553690,20.646841,75.0178223,0.1284218,ms,nan,nan,nan,nan,8.867,0.026,11.378,0.003,12.043,0.003,10.591,0.004,1,1.135,0.691,0.000,543.62844,3.15456,27.63526,nan,nan,8.26472,0.82663,4314.726307,3.51796887,0.3905,1.23E-13,1.92E-14,c,nan,0.672366013,0.000804107
2MASS J05301468+2038120,82.561202,20.636688,74.8950806,0.1183052,ms,nan,nan,nan,nan,8.729,0.021,10.912,0.003,11.475,0.003,10.202,0.004,0,1.054,0.729,0.000,781.65844,1.91522,25.17631,nan,nan,9.12441,0.91244,4595.962614,2.429268859,nan,nan,nan,nan,nan,0.712697196,0.000182195
2MASS J05303417+3239216,82.642407,32.656021,62.2311401,0.04941365,ms,nan,nan,nan,nan,7.420,0.018,10.148,0.003,10.640,0.003,9.463,0.005,2,0.893,0.783,0.000,1103.14538,2.85395,22.17924,nan,nan,9.34069,0.93407,4847.661084,2.524758024,nan,1.43E-13,5.98E-14,r,nan,0.75683152,0.000261827
2MASS J05303627-1916057,82.651157,-19.268269,43.3630638,0.03261185,ms,nan,nan,nan,nan,10.077,0.021,13.829,0.003,15.378,0.004,12.622,0.004,0,1.165,0.298,0.000,41.85414,0.09645,81.40732,nan,nan,3.99538,0.39956,3314.636729,0.666420009,nan,nan,nan,nan,nan,0.317017753,0.000254073
2MASS J05311247-1024290,82.801959,-10.408078,82.8507767,0.2671089,ms,nan,nan,nan,nan,11.918,0.025,15.721,0.003,17.357,0.006,14.490,0.004,0,0.987,0.240,0.001,29.61569,0.16829,97.32629,nan,nan,3.47152,0.34724,3224.584652,1.342259235,nan,nan,nan,nan,nan,0.280320016,0.000581646
2MASS J05315234-1536577,82.968121,-15.616028,73.8350906,0.1318207,ms,nan,nan,nan,nan,11.392,0.023,14.999,0.003,16.473,0.005,13.812,0.004,0,1.009,0.296,0.001,41.45313,0.13709,81.83816,nan,nan,3.97965,0.39800,3311.849268,0.955956347,nan,nan,nan,nan,nan,0.315955033,0.000364458
2MASS J05320885+0138244,83.036894,1.640117,57.6337357,0.10251425,ms,nan,nan,nan,nan,11.100,0.022,15.146,0.003,16.942,0.008,13.868,0.004,2,1.117,0.223,0.000,25.34654,0.08952,102.61931,-7.01967,0.54305,3.29256,0.32928,3194.282806,0.588908377,nan,nan,nan,nan,nan,0.265041199,0.000335678
2MASS J05321664+1307302,83.069360,13.125082,44.6981926,0.06721495,ms,nan,nan,nan,nan,10.705,0.020,14.674,0.003,16.453,0.006,13.408,0.004,0,1.023,0.218,0.000,23.92650,0.07662,104.05631,-5.69031,0.18735,3.23343,0.32336,3184.652199,0.5340289,nan,nan,nan,nan,nan,0.259551753,0.000304396
2MASS J05321763-0237002,83.073461,-2.616734,64.3420868,0.1945076,ms,nan,nan,nan,nan,10.114,0.026,13.878,0.003,15.448,0.004,12.661,0.004,0,2.900,0.387,0.001,75.90997,0.49898,62.48827,nan,nan,4.76341,0.47636,3452.804121,0.758782974,nan,nan,nan,nan,nan,0.395206181,0.001138174
2MASS J05323046+0238541,83.126921,2.648368,63.1965408,0.1059227,ms,nan,nan,nan,nan,6.370,0.024,7.389,0.003,7.604,0.003,7.012,0.004,0,1.142,1.297,0.001,12340.22373,58.18308,8.05220,nan,nan,8.72778,0.87278,6467.753315,3.142843731,nan,6.33E-13,1.11E-13,r,nan,1.42611939,0.001791421
2MASS J05325273+0659155,83.219749,6.987652,72.2962341,0.18470005,ms,nan,nan,nan,nan,11.508,0.022,15.539,0.003,17.329,0.009,14.263,0.004,0,0.993,0.228,0.000,27.22649,0.12401,100.86755,-10.17759,0.78454,3.36414,0.33644,3206.233954,0.759107827,nan,nan,nan,nan,nan,0.271853354,0.000432691
2MASS J05332194+3417371,83.341421,34.293655,66.3759995,0.2589493,ms,nan,nan,nan,nan,11.856,0.018,16.117,0.003,18.185,0.021,14.771,0.005,0,1.148,0.186,0.000,15.69697,0.10190,115.28993,nan,nan,2.80114,0.28019,3114.24323,1.080895233,nan,nan,nan,nan,nan,0.219418641,0.00061611
2MASS J05334955-0226204,83.456470,-2.439027,71.6333008,0.1415672,ms,nan,nan,nan,nan,11.171,0.021,14.937,0.003,16.493,0.007,13.724,0.004,0,1.152,0.296,0.001,41.34880,0.14607,81.95137,nan,nan,3.97554,0.39760,3311.11966,1.020993918,nan,nan,nan,nan,nan,0.31567687,0.000389254
2MASS J05345627+1601174,83.734467,16.021513,75.8922501,0.11899185,ms,nan,nan,nan,nan,8.695,0.016,10.911,0.003,11.489,0.003,10.191,0.004,0,1.257,0.733,0.001,802.01150,3.56146,24.92799,nan,nan,9.13716,0.91372,4615.438286,3.161322709,nan,nan,nan,nan,nan,0.715819165,0.000577285
2MASS J05350470-1245178,83.769601,-12.754962,78.0917358,0.2701416,ms,nan,nan,nan,nan,11.126,0.023,15.117,0.003,16.895,0.006,13.844,0.004,0,1.744,0.297,0.001,41.55694,0.22681,81.72598,nan,nan,3.98374,0.39847,3312.573428,1.57592478,nan,nan,nan,nan,nan,0.31623112,0.000600821
2MASS J05351464+0307052,83.811033,3.118122,78.8598633,0.2581749,ms,nan,nan,nan,nan,11.633,0.028,15.536,0.003,17.225,0.009,14.290,0.004,0,1.027,0.249,0.001,31.38279,0.18066,94.59922,-4.50793,1.05043,3.55185,0.35527,3238.313565,1.359783513,nan,nan,nan,nan,nan,0.286269212,0.00058924
2MASS J05353835+1147330,83.909810,11.792527,74.0708618,0.3821983,ms,nan,nan,nan,nan,12.707,0.030,16.949,0.003,19.000,0.023,15.617,0.005,0,1.016,0.156,0.001,10.47619,0.08407,127.10443,nan,nan,2.38642,0.23881,3038.535617,1.671428361,nan,nan,nan,nan,nan,0.189395574,0.000514286
2MASS J05361453+0657223,84.060550,6.956201,77.0020676,0.18331525,ms,nan,nan,nan,nan,10.666,0.021,14.337,0.003,15.805,0.005,13.152,0.004,0,1.150,0.382,0.000,71.29783,0.38804,63.48451,-4.71138,0.17714,4.72403,0.47242,3445.544776,0.628593757,nan,nan,nan,nan,nan,0.384317164,0.000942891
2MASS J05364317+0346292,84.179904,3.774800,61.9430504,0.0934563,ms,nan,nan,nan,nan,10.773,0.019,14.566,0.003,16.166,0.005,13.344,0.004,0,1.232,0.302,0.001,42.92141,0.12864,80.29282,-7.94796,0.36661,4.03651,0.40368,3321.927099,0.86642298,nan,nan,nan,nan,nan,0.319797206,0.000330324
2MASS J05365698+0845244,84.237419,8.756801,66.812088,0.29392625,ms,nan,nan,nan,nan,12.671,0.030,17.161,0.003,19.402,0.033,15.787,0.005,0,0.954,0.137,0.000,7.75202,0.05370,135.14090,nan,nan,2.06408,0.20652,2975.563362,1.443426114,nan,nan,nan,nan,nan,0.170019496,0.000444131
2MASS J05370373+1702253,84.265543,17.040365,51.4145813,0.19452285,ms,nan,nan,nan,nan,4.935,0.029,5.491,0.003,5.589,0.003,5.273,0.004,0,0.974,1.919,0.007,50798.00804,685.45719,0.00000,nan,nan,nan,nan,8216.487388,21.8290802,nan,nan,nan,nan,nan,1.791989243,0.001309745
2MASS J05380956-0953503,84.539856,-9.897308,48.7346497,0.0499115,ms,nan,nan,nan,nan,10.518,0.021,14.449,0.003,16.154,0.005,13.200,0.004,0,1.070,0.254,0.000,32.37803,0.09018,93.16658,nan,nan,3.59513,0.35953,3245.709297,0.658892887,nan,nan,nan,nan,nan,0.289474029,0.00028552
2MASS J05382386+0224080,84.599427,2.402238,61.6553688,0.1510773,ms,nan,nan,nan,nan,11.757,0.026,15.859,0.003,17.768,0.009,14.562,0.004,0,1.022,0.191,0.000,16.84425,0.07431,113.31701,nan,nan,2.87349,0.28738,3126.026258,0.735260025,nan,nan,nan,nan,nan,0.226134967,0.000419098
2MASS J05391513+0248202,84.813074,2.805629,79.0302582,0.1039352,ms,nan,nan,nan,nan,9.330,0.021,12.191,0.003,13.047,0.003,11.284,0.004,0,1.143,0.625,0.000,345.89721,1.16590,32.65156,nan,nan,6.87587,0.68764,4015.966757,2.67922382,nan,nan,nan,nan,nan,0.618540921,0.000365349
2MASS J05393854-1256474,84.910618,-12.946522,73.2531128,0.093792,ms,nan,nan,nan,nan,10.558,0.025,14.231,0.003,15.694,0.004,13.051,0.004,0,1.145,0.381,0.000,71.14366,0.26490,63.51924,nan,nan,4.72267,0.47227,3445.29409,0.430425499,nan,nan,nan,nan,nan,0.383941136,0.000645638
2MASS J05394400+0525301,84.933341,5.425037,47.6534042,0.0393944,ms,nan,nan,nan,nan,10.213,0.025,14.007,0.003,15.567,0.004,12.795,0.004,0,1.165,0.301,0.000,42.61896,0.10052,80.60404,-0.65908,0.05090,4.02496,0.40251,3319.879628,0.682084902,nan,nan,nan,nan,nan,0.319016608,0.000260045
2MASS J05404533+1321242,85.188900,13.356737,60.0311852,0.167326,ms,nan,nan,nan,nan,11.622,0.022,15.878,0.003,17.974,0.009,14.539,0.004,0,1.006,0.187,0.000,15.93458,0.07774,114.86648,-5.05059,0.14243,2.81655,0.28170,3116.752774,0.812980085,nan,nan,nan,nan,nan,0.220849081,0.000463399
2MASS J05410999+1352474,85.291645,13.879845,61.8920364,0.22612575,ms,nan,nan,nan,nan,11.980,0.022,16.165,0.003,18.115,0.018,14.842,0.004,0,0.961,0.175,0.000,13.69586,0.07839,119.33420,nan,nan,2.66002,0.26606,3089.919183,1.032723091,nan,nan,nan,nan,nan,0.208566057,0.000433744
2MASS J05415886+1520141,85.495251,15.337259,22.4206734,0.00991155,ms,nan,nan,nan,nan,6.880,0.016,9.871,0.003,10.810,0.003,8.914,0.004,0,1.102,0.577,0.000,278.79102,0.93478,36.97431,0.53163,0.00932,6.44964,0.64499,3877.3272,1.938323899,17.6504,1.21E-13,5.91E-14,r,nan,0.5948318,0.000484581
2MASS J05420519+3458410,85.521651,34.978073,50.6911125,0.10310555,ms,nan,nan,nan,nan,11.632,0.020,15.614,0.003,17.411,0.009,14.333,0.004,0,1.040,0.181,0.000,14.82434,0.05340,116.95149,0.00000,0.00000,2.73977,0.27401,3104.246653,0.650678385,nan,nan,nan,nan,nan,0.214583594,0.000273285
2MASS J05420572-1917001,85.523834,-19.283377,64.6828308,0.05749895,ms,nan,nan,nan,nan,9.082,0.024,12.084,0.003,13.026,0.003,11.125,0.004,0,1.120,0.590,0.000,305.54432,0.34633,35.69962,nan,nan,6.61456,0.66146,3930.436247,0.737978725,nan,nan,nan,nan,nan,0.608050896,8.60975E-05
2MASS J05420713-0020447,85.529718,-0.345774,46.0662613,0.16267775,ms,nan,nan,nan,nan,11.648,0.023,16.218,0.003,18.605,0.016,14.823,0.005,0,1.573,0.143,0.000,8.51347,0.04849,132.58029,nan,nan,2.15800,0.21588,2995.15575,1.18757537,nan,nan,nan,nan,nan,0.176047923,0.000365408
2MASS J05423298-1151348,85.637452,-11.859669,33.1446266,0.03635215,ms,nan,nan,nan,nan,11.048,0.021,15.208,0.003,17.232,0.007,13.879,0.004,0,1.098,0.155,0.000,10.43884,0.02765,127.19652,nan,nan,2.38244,0.23826,3037.788647,0.553165049,10.0119,2.84E-13,8.13E-14,r,nan,0.189165737,0.000170205
2MASS J05433346+0855471,85.889441,8.929764,53.8559647,0.05465505,ms,nan,nan,nan,nan,8.932,0.022,12.041,0.003,13.060,0.003,11.037,0.004,0,1.182,0.546,0.000,217.42369,0.73322,40.10977,nan,nan,6.15437,0.61545,3786.38071,1.063353671,nan,nan,nan,nan,nan,0.553009391,0.000584845
2MASS J05433934+2333025,85.913936,23.550701,30.7908001,0.06548405,ms,nan,nan,nan,nan,11.191,0.018,15.696,0.003,17.997,0.017,14.320,0.004,0,1.136,0.127,0.000,6.67212,0.02541,139.35832,-27.70300,0.17939,1.91370,0.19141,2944.194311,0.794866138,0.3828,2.61E-14,3.69E-15,x,nan,0.16036748,0.000244574
2MASS J05434581+1042471,85.940907,10.713087,83.852005,0.3226967,ms,nan,nan,nan,nan,11.642,0.025,15.444,0.003,17.019,0.006,14.226,0.004,0,1.048,0.276,0.001,36.99712,0.22167,87.13183,nan,nan,3.78947,0.37908,3278.923063,1.729520439,nan,nan,nan,nan,nan,0.303401918,0.00065938
2MASS J05443411+1059244,86.142151,10.990122,93.4637451,0.12527465,ms,nan,nan,nan,nan,10.044,0.023,13.472,0.003,14.596,0.004,12.409,0.004,0,1.128,0.521,0.000,181.55509,0.55246,42.87125,-3.53492,0.04364,5.92262,0.59228,3718.872965,1.209568214,1.8112,3.54E-13,8.55E-14,r,nan,0.524013977,0.000472831
2MASS J05443476-1427555,86.144846,-14.465424,62.085556,0.1156025,ms,nan,nan,nan,nan,11.783,0.021,15.677,0.003,17.423,0.008,14.416,0.004,0,0.970,0.202,0.000,19.41750,0.07060,109.45683,nan,nan,3.01929,0.30195,3149.77305,0.606223001,nan,nan,nan,nan,nan,0.239670638,0.000345547
2MASS J05455045+1037377,86.460229,10.627147,72.252121,0.5061264,ms,nan,nan,nan,nan,12.709,0.030,17.058,0.003,19.157,0.032,15.707,0.004,0,0.975,0.148,0.001,9.36070,0.10045,130.04359,nan,nan,2.26106,0.22642,3014.993486,2.231978953,nan,nan,nan,nan,nan,0.182151842,0.000686763
2MASS J05455521+0514194,86.480070,5.238726,86.3724518,0.30290225,ms,nan,nan,nan,nan,11.841,0.019,15.722,0.003,17.406,0.008,14.476,0.004,0,1.053,0.250,0.001,31.65507,0.19331,94.20030,nan,nan,3.56382,0.35648,3240.359943,1.442193601,nan,nan,nan,nan,nan,0.287155975,0.000624951
2MASS J05470132-0720270,86.755514,-7.340842,75.6575623,0.105587,ms,nan,nan,nan,nan,11.021,0.021,14.834,0.003,16.419,0.005,13.615,0.004,0,1.121,0.323,0.001,48.01167,0.13813,75.54170,nan,nan,4.21958,0.42198,3354.375641,0.8317564,3.2521,1.13E-13,5.28E-14,r,nan,0.332168213,0.000317107
2MASS J05471454+0817569,86.810620,8.299166,37.0372505,2.0926838,ms,nan,nan,nan,nan,14.072,0.063,20.487,0.008,21.651,0.196,18.853,0.034,0,1.302,nan,nan,0.50699,0.02504,0.00000,nan,nan,nan,nan,2000.212498,20.93344984,nan,nan,nan,nan,nan,0.09580425,0.000418669
2MASS J05472237-0131571,86.843220,-1.532529,71.5655212,0.4704971,ms,nan,nan,nan,nan,12.595,0.024,16.896,0.003,18.974,0.035,15.556,0.005,0,1.078,0.155,0.001,10.32020,0.10419,127.49169,nan,nan,2.36971,0.23724,3035.398602,2.10052793,nan,nan,nan,nan,nan,0.188430339,0.000646316
2MASS J05480761-0609520,87.031719,-6.164448,79.2107544,0.15661235,ms,nan,nan,nan,nan,10.813,0.026,14.628,0.003,16.261,0.005,13.397,0.004,0,1.109,0.360,0.001,58.99402,0.20847,67.63366,nan,nan,4.55302,0.45534,3414.016426,1.02130015,nan,nan,nan,nan,nan,0.354906263,0.000389371
2MASS J05482634+0249301,87.109756,2.825038,85.4599075,0.41910935,ms,nan,nan,nan,nan,11.760,0.028,15.750,0.003,17.421,0.007,14.456,0.004,0,1.559,0.244,0.001,30.47351,0.25163,95.97160,nan,nan,3.51110,0.35129,3231.348623,1.948006438,nan,nan,nan,nan,nan,0.28325107,0.000844136
2MASS J05493581+2410265,87.399242,24.174042,70.0023651,0.39680865,ms,nan,nan,nan,nan,12.321,0.023,16.625,0.003,18.636,0.018,15.268,0.004,0,1.106,0.165,0.001,12.02862,0.10287,123.36115,-2.58047,0.20237,2.53495,0.25363,3066.430123,1.540920378,nan,nan,nan,nan,nan,0.198700651,0.000647187
2MASS J05512353+1533043,87.848083,15.551199,66.350296,0.13394165,ms,nan,nan,nan,nan,10.952,0.017,14.865,0.003,16.529,0.010,13.622,0.005,0,1.098,0.284,0.001,38.80120,0.13905,84.86891,-8.98052,0.06122,3.87013,0.38706,3292.707856,1.035744585,7.3988,1.99E-13,6.88E-14,r,nan,0.30865737,0.000394878
2MASS J05513349-0909120,87.889577,-9.153340,78.0274734,0.3242874,ms,nan,nan,nan,nan,11.731,0.026,15.798,0.003,17.598,0.009,14.519,0.005,0,1.149,0.223,0.001,25.45379,0.17488,102.51497,nan,nan,3.29689,0.32976,3194.988092,1.143687187,nan,nan,nan,nan,nan,0.265443212,0.000651902
2MASS J05513772+0942195,87.907191,9.705434,54.1990204,0.2384701,ms,nan,nan,nan,nan,12.466,0.026,16.721,0.003,18.922,0.024,15.367,0.004,0,1.059,0.136,0.000,7.67573,0.05317,135.41445,nan,nan,2.05417,0.20553,2973.495201,1.443604661,nan,nan,nan,nan,nan,0.169383139,0.000444186
2MASS J05514158-0115498,87.923291,-1.263840,65.5241089,0.09922795,ms,nan,nan,nan,nan,9.282,0.019,12.510,0.003,13.574,0.003,11.484,0.004,0,1.251,0.542,0.000,209.09796,0.84329,40.60952,nan,nan,6.11203,0.61122,3774.048301,1.271263211,nan,nan,nan,nan,nan,0.546226566,0.000699195
2MASS J05530180+2507440,88.257518,25.128899,17.2184486,0.00984,ms,nan,nan,nan,nan,7.679,0.021,11.244,0.003,12.602,0.003,10.090,0.004,0,1.655,0.369,0.000,61.84581,0.13546,65.95965,nan,nan,4.62716,0.46273,3427.684591,0.633443068,nan,nan,nan,nan,nan,0.36011725,0.0002415
2MASS J05531129-1136171,88.297075,-11.604767,77.2345123,0.16296005,ms,nan,nan,nan,nan,7.205,0.023,8.351,0.003,8.614,0.003,7.928,0.004,0,1.135,1.178,0.001,7437.79203,32.07148,9.85096,nan,nan,9.07756,0.90777,6173.798354,3.470323109,4.8790,3.28E-13,8.26E-14,r,nan,1.218423931,0.001441519
2MASS J05533396-0926127,88.391523,-9.436869,86.2383118,0.53344725,ms,nan,nan,nan,nan,12.671,0.032,16.819,0.003,18.767,0.015,15.510,0.005,0,1.032,0.179,0.001,14.32196,0.13307,117.98229,nan,nan,2.70309,0.27046,3098.007886,1.673501861,nan,nan,nan,nan,nan,0.211963312,0.000702871
2MASS J05534208-0342086,88.425368,-3.702416,105.291176,0.1366195,ms,nan,nan,nan,nan,10.233,0.021,13.248,0.003,14.199,0.003,12.281,0.004,0,1.028,0.574,0.001,273.42631,1.19818,37.24911,nan,nan,6.41348,0.64140,3866.075889,2.531948658,nan,nan,nan,nan,nan,0.592018972,0.000632987
2MASS J05540638+2541390,88.526591,25.694180,46.8249435,0.0495644,ms,nan,nan,nan,nan,8.652,0.018,11.782,0.003,12.799,0.003,10.780,0.004,0,1.592,0.541,0.000,208.79190,0.71488,40.62841,nan,nan,6.11045,0.61106,3773.585642,1.079590768,nan,nan,nan,nan,nan,0.545972103,0.000593775
2MASS J05544080-0328564,88.670015,-3.482359,67.881958,0.1313362,ms,nan,nan,nan,nan,6.905,0.023,8.012,0.003,8.263,0.003,7.594,0.004,0,1.093,1.186,0.001,7855.48607,38.97907,9.70410,3.60449,0.05077,9.03768,0.90377,6200.389684,2.149648268,5.2336,2.19E-13,7.09E-14,r,nan,1.242001374,0.002214138
2MASS J05553274+0754343,88.886440,7.909537,75.5953751,0.09626005,ms,nan,nan,nan,nan,10.188,0.023,13.637,0.003,14.897,0.003,12.525,0.004,0,1.188,0.445,0.000,114.85528,0.34849,53.01086,nan,nan,5.34784,0.53480,3569.220562,0.789427241,nan,nan,nan,nan,nan,0.451532337,0.000473656
2MASS J05563644+1208106,89.151853,12.136287,75.20504,0.2785263,ms,nan,nan,nan,nan,11.734,0.019,15.692,0.003,17.475,0.016,14.425,0.005,0,1.042,0.225,0.000,25.93559,0.16081,102.05306,nan,nan,3.31612,0.33167,3198.120262,1.032480727,nan,nan,nan,nan,nan,0.267228549,0.000588514
2MASS J05565072+1516158,89.211364,15.271070,64.3069153,0.14888385,ms,nan,nan,nan,nan,11.133,0.020,15.004,0.003,16.690,0.005,13.761,0.004,0,1.074,0.259,0.001,33.53423,0.14645,91.58619,-5.09812,0.08137,3.64376,0.36443,3254.020911,1.032261684,nan,nan,nan,nan,nan,0.293075728,0.000447313
2MASS J05580527-0329504,89.521985,-3.497347,62.6027107,0.16753385,ms,nan,nan,nan,nan,11.862,0.029,16.009,0.003,17.962,0.013,14.701,0.004,0,1.021,0.185,0.000,15.48231,0.07313,115.67959,nan,nan,2.78702,0.27874,3111.943269,0.787103657,nan,nan,nan,nan,nan,0.218107663,0.000448649
2MASS J05582426-0011121,89.601100,-0.186703,80.7333298,0.2088318,ms,nan,nan,nan,nan,11.488,0.021,15.213,0.003,16.767,0.007,14.002,0.004,0,0.968,0.294,0.001,40.89678,0.17571,82.44729,-21.60769,0.85052,3.95758,0.39582,3307.937125,1.241263217,nan,nan,nan,nan,nan,0.314463529,0.000473232
2MASS J05585630-2910425,89.734620,-29.178476,80.8846359,0.1959839,ms,nan,nan,nan,nan,12.042,0.026,16.018,0.003,17.794,0.009,14.750,0.004,0,0.987,0.215,0.000,22.97732,0.10051,105.07895,nan,nan,3.19192,0.31922,3177.890797,0.729053454,nan,nan,nan,nan,nan,0.255697754,0.00041556
2MASS J05591520-0506325,89.813335,-5.109052,94.0312729,0.24667355,ms,nan,nan,nan,nan,10.965,0.056,14.601,0.003,15.994,0.004,13.436,0.004,0,1.133,0.395,0.001,83.19978,0.48779,61.06364,nan,nan,4.82101,0.48211,3463.423686,0.677003872,nan,nan,nan,nan,nan,0.411135529,0.001015506
