Name,RAJ2000,DEJ2000,RUWE,Gmag,e_Gmag,BP-RP,Kmag,e_Kmag,r_K,D,e_D,bin,Prot,EW,e_EW,chi,e_chi,mass,e_mass,Lbol,e_Lbol,tau,NSPTP
Gaia DR3 63937700667501184,57.26233767,21.91307107,0.998,17.505104,0.003079,3.308725,13.366,0.034,2M,127.986595,1.900909,0,0.6738,nan,nan,2.890753599,0.036622796,0.192665698,0.00376888,17.13023848,0.861195215,112.8518481,44.5
Gaia DR3 63940208928422656,57.42377167,21.93873073,1.113,18.286802,0.003259,3.404138,13.762,0.048,2M,130.684479,3.2216985,0,0.3971,nan,nan,2.526997434,0.047330358,0.164172467,0.005819598,11.92980099,0.904625284,123.622239,45
Gaia DR3 63951826816390144,57.19414358,22.07022123,7.896,11.799927,0.003272,1.248617,9.533,0.02,2M,139.008469,2.322212,0,6.25306976,1.26987983,0.01870814,8.688769682,0.092408698,0.882499847,0.006143099,1797.971348,104.662255,17.68805514,33
Gaia DR3 63953819680971008,57.07338346,22.06701009,0.969,16.483202,0.003051,2.961862,12.612,0.026,2M,130.920578,0.7664485,0,0.7353,nan,nan,3.87445158,0.044257517,0.284653922,0.005258529,38.90028571,1.147016177,84.74961862,43.5
Gaia DR3 63958561324922240,57.29683549,22.17677144,9.597,12.993832,0.003213,1.702361,10.103,0.018,2M,133.471649,2.963539,0,5.772115955,nan,nan,8.558994502,0.071239018,0.695613549,0.003127464,603.8358089,45.08769768,27.32636859,38
Gaia DR3 63958801843006208,57.39949634,22.15142295,5.911,13.141851,0.002889,1.925937,10.022,0.018,2M,135.788361,1.438568,0,0.24712808,nan,nan,9.029614254,0.079369012,0.709371392,0.005824063,702.5058735,22.32960002,26.42027426,40.5
Gaia DR3 63959351598814336,57.45181058,22.1801591,1.042,15.772934,0.003064,2.692378,11.994,0.023,2M,142.488449,1.086487,0,1.6719,-4.78772523,0.10685758,4.83465512,0.013487018,0.396954712,0.002294522,85.02701663,2.276060293,60.73171914,43
Gaia DR3 63988351216124288,56.28163984,21.99598674,2.153,11.129899,0.002883,1.091155,9.037,0.019,2M,133.224014,0.758522,0,5.46870223,nan,nan,9.774725292,0.019629028,0.970384741,0.003539607,3066.952757,127.5636458,14.66673068,32
Gaia DR3 64001339197473408,56.99181111,22.11420064,1.077,19.091862,0.004314,3.542868,14.319,0.066,2M,136.652527,4.155548,0,0.3443,nan,nan,2.01874497,0.068553128,0.13383198,0.006023754,7.409245966,0.746748591,136.3968809,45.5
Gaia DR3 64006905476619776,56.84680049,22.24455017,1.008,13.896054,0.003056,1.887485,10.838,0.017,2M,139.491516,0.3442385,0,4.94716387,-1.24960178,0.05886443,6.439487847,0.031219442,0.576042358,0.002545929,277.2748333,4.919468566,37.0511891,39
Gaia DR3 64009448097245440,57.10628375,22.21157152,1.05,13.571043,0.003696,1.680802,10.602,0.017,2M,151.867035,0.3608095,0,0.399161345,-1.93716225,0.02695948,7.623317592,0.066338916,0.664573414,0.003552918,450.390206,10.4359355,29.5157487,38
Gaia DR3 64016904160440960,57.10341905,22.40727274,5.962,14.416559,0.002795,2.444845,10.859,0.017,2M,122.169762,1.7984615,1,3.27,-2.67467819,0.05973736,6.021765647,0.022927178,0.53191041,0.00514183,195.2156399,7.058376425,41.67180165,43
Gaia DR3 64021920682268416,56.86997036,22.37664058,4.636,13.977068,0.003397,2.083285,10.596,0.02,2M,144.495117,1.805855,0,1.28584217,-3.68540127,0.03944612,7.225077378,0.078045784,0.644162819,0.00671568,394.8564832,17.47184993,31.07341245,42
Gaia DR3 64030785494725632,57.06841311,22.54459808,2.386,13.9273,0.00399,1.98354,10.695,0.017,2M,160.091949,1.1984175,0,0.214983375,-3.05663097,0.06064302,7.719354469,0.076869729,0.66887963,0.004695043,463.0696774,14.23145279,29.19944133,41
Gaia DR3 64037588724758400,57.63310488,22.14656206,1.113,15.981156,0.002835,2.797505,12.118,0.023,2M,142.909561,1.1232685,0,1.0933,-6.55770292,0.47417638,4.765708103,0.013487018,0.387421332,0.002318828,76.18860812,2.061361838,62.43060467,43.5
Gaia DR3 64040818540162304,57.59546027,22.18833678,1.113,13.716136,0.002864,1.90261,10.585,0.02,2M,136.498032,0.2953415,0,1.89446582,-1.66206296,0.0192192,6.913790195,0.050112866,0.626883063,0.002934582,351.1014052,7.189935781,32.47131986,40.5
Gaia DR3 64050645425295872,57.7662968,22.4047494,1.041,13.859603,0.002959,1.932256,10.732,0.018,2M,133.731064,0.3417435,0,3.4151,-1.41036758,0.02730051,6.465958178,0.033055879,0.578101494,0.002690725,281.2469764,5.276384852,36.851076,40.5
Gaia DR3 64057895330132224,57.35644619,22.31240664,0.945,17.548912,0.003195,3.243322,13.324,0.034,2M,140.204773,2.755974,0,0.9081,nan,nan,3.149254755,0.036622796,0.212033167,0.004377864,22.0410214,1.292278501,106.1419956,44.5
Gaia DR3 64064011363520512,57.65585668,22.46894473,1.024,16.323393,0.003097,2.924442,12.372,0.021,2M,139.210556,0.990776,0,1.79205,-9.30391494,0.15619257,4.488103261,0.033136483,0.352530503,0.004735172,56.60523346,1.500768987,69.14015517,44
Gaia DR3 64066107307543296,57.72438338,22.54806589,1.041,12.36464,0.003142,1.331341,9.987,0.018,2M,137.346725,0.2692875,0,5.15798051,0.204921127,0.036077107,9.100930274,0.010678886,0.721329178,0.003698929,749.1201181,15.03635434,25.66280512,34
Gaia DR3 64073597730589952,58.14360243,22.50214403,1.059,14.958157,0.002884,2.395754,11.39,0.018,2M,142.300034,0.605202,0,1.766278375,-3.81932866,0.09991371,5.745957151,0.025736408,0.503367786,0.002888656,160.282732,3.230425417,45.02936794,43
Gaia DR3 64078167575681152,58.02321469,22.58205487,1.085,15.099433,0.002803,2.507488,11.483,0.018,2M,132.159637,0.5280455,0,1.9861,-3.15184963,0.17689464,5.440306244,0.022279829,0.454354367,0.00260531,123.7745255,2.499968843,51.57796406,43
Gaia DR3 64092907903452800,57.77549634,22.63358037,0.977,17.126387,0.002921,3.143989,12.977,0.031,2M,132.285568,1.251404,0,0.53,-7.11802071,0.57464196,3.384247343,0.031823155,0.229848234,0.002996567,27.79236931,1.105291399,100.3702519,44.5
Gaia DR3 64094037476647040,57.70401744,22.67004024,1.236,14.973824,0.002849,2.469855,11.271,0.02,2M,134.502335,0.5089645,0,nan,-3.65548418,0.09069637,5.741123296,0.028596009,0.502884816,0.003088074,159.7488817,3.444314322,45.08890091,43
Gaia DR3 64095656682494720,57.91264826,22.75027732,1.272,11.850179,0.002783,1.164771,9.837,0.022,2M,136.595596,0.2979355,0,7.01,1.36964413,0.07713667,9.235227888,0.028898829,0.762224459,0.007654144,966.0772703,48.86997408,23.26853338,32
Gaia DR3 64103009666497024,57.84921832,22.84147291,0.992,13.666987,0.003011,1.83957,10.595,0.022,2M,133.784866,0.2984085,0,3.6605023,-1.52991336,0.13207406,6.778337895,0.066539759,0.617293557,0.01126214,332.0280608,11.68099543,33.28017321,39
Gaia DR3 64117062799542016,57.59181815,22.62568812,1.015,16.21168,0.002886,2.893048,12.299,0.023,2M,138.898727,1.2645035,1,0.6,nan,nan,4.595604055,0.036292339,0.364917381,0.005504531,60.6156956,1.872209895,66.66608995,44
Gaia DR3 64131150292139648,57.15682678,22.76931169,1.309,13.846435,0.003137,1.936394,10.65,0.017,2M,137.442093,0.429283,0,4.15471199,-1.47370027,0.2340177,6.789105892,0.051417086,0.619073666,0.00914872,333.8476061,9.509910918,33.1281882,40.5
Gaia DR3 64136063734692224,57.36095471,22.84855661,1.028,16.388481,0.002928,2.868545,12.511,0.024,2M,132.79039,1.044556,0,0.98,nan,nan,4.092112804,0.039390757,0.308613974,0.005349711,44.40756043,1.332445967,78.81415813,43.5
Gaia DR3 64148738180119680,57.69179696,22.93067685,1.01,12.54847,0.003264,1.477214,9.895,0.015,2M,136.114075,0.2498095,0,nan,-1.72878706,0.01005518,9.157611365,0.015978712,0.739885709,0.005278991,836.4950281,28.96006601,24.54002518,36
Gaia DR3 64168705486089216,57.61594316,23.06532085,1.005,16.96899,0.002885,3.046137,12.945,0.032,2M,136.890121,1.2569045,0,0.5589,-6.52455199,0.23604622,3.527162122,0.043210002,0.246062864,0.005793222,30.82877411,1.151900082,95.42787498,44
Gaia DR3 64172038380708224,57.58876903,23.09635174,1.712,11.16862,0.00283,1.025367,9.385,0.02,2M,132.635025,0.484932,0,5.376632105,nan,nan,8.675707213,0.059635003,0.88937921,0.003210929,1915.579673,57.49688475,17.42367462,30
Gaia DR3 64174546641593984,57.66214079,23.21742926,0.983,15.392325,0.002799,2.568334,11.746,0.018,2M,136.170288,0.5399015,1,0.88955,nan,nan,5.116105023,0.038432705,0.422391437,0.00398929,100.1756047,2.327069654,56.45746149,43
Gaia DR3 64215125490886656,55.20576513,21.21542461,0.997,16.56197,0.003021,3.064756,12.487,0.026,2M,135.299179,1.041725,0,3.7501,-7.96947889,0.58217844,4.198215221,0.042673321,0.320367806,0.005614435,47.38775273,1.493323397,76.07908934,44
Gaia DR3 64250477365329536,54.53665202,21.24699313,1.101,14.158587,0.003344,2.070451,10.926,0.017,2M,132.858932,0.3163145,0,1.7258642,-2.76124366,0.05838768,6.17464832,0.022232415,0.548357842,0.002537922,221.5280889,4.797946895,39.87301689,41
Gaia DR3 64272128296706432,54.30128685,21.46815356,1.117,12.039249,0.002907,1.208144,9.946,0.018,2M,134.604553,0.2584835,0,7.26243656,nan,nan,9.09927509,0.010678886,0.720771192,0.003694807,746.8777033,14.9744699,25.69754623,32
Gaia DR3 64276315888567424,54.62423338,21.565085,1.144,12.370164,0.00307,1.351591,9.951,0.02,2M,135.492767,0.216316,0,nan,0,0,9.104779659,0.011865429,0.722626859,0.004059381,754.3612696,16.6332166,25.5822348,34
Gaia DR3 64317998547641344,55.59997815,21.47349057,1.095,9.712154,0.002769,0.711254,8.526,0.019,2M,126.946579,0.3257295,0,2.33846971,nan,nan,9.354016213,0.01516904,1.068887961,0.004124873,5457.619834,131.140216,12.04619019,17
Gaia DR3 64346070453848320,55.64848127,21.84165585,1.124,14.71056,0.002861,2.374371,11.229,0.018,2M,124.135017,0.4177435,0,2.11363113,-5.70208126,0.39843039,5.56479194,0.017089789,0.469741901,0.002533546,139.2909979,2.735115125,49.40728151,42
Gaia DR3 64380636350910464,55.87970774,22.15837778,1.039,10.233227,0.002786,0.891332,8.777,0.021,2M,134.349106,0.279541,0,2.48034035,3.63736545,0.04098343,9.465088311,0.013579235,1.027859187,0.005555463,4568.652745,138.4198426,13.05342616,22
Gaia DR3 64401389632616960,55.34774782,22.03170609,0.983,16.889109,0.003124,3.300394,12.536,0.026,2M,136.068436,1.2486495,0,0.7453,-9.29998933,0.44480864,4.137991797,0.042673321,0.313696365,0.005946556,45.67248635,1.525817171,77.61776438,45
Gaia DR3 64433924008996224,55.77707736,22.29708783,0.871,18.143532,0.003562,3.481064,13.789,0.042,2M,136.095306,3.113464,0,0.1748,nan,nan,2.587243808,0.041414063,0.169150884,0.005265371,12.69954616,0.868221742,121.6587642,45
Gaia DR3 64438841747360768,55.7489648,22.42426482,1.098,13.361495,0.002848,1.70574,10.587,0.019,2M,133.413818,0.31308,0,6.536,0,0,6.784295961,0.057466155,0.618278513,0.009834794,333.0336087,10.2089426,33.1959735,36
Gaia DR3 64445988572906752,55.22933677,22.34971238,1.032,15.090019,0.002822,2.49648,11.441,0.021,2M,135.79451,0.6089325,0,1.3262302,-2.68074545,0.20208835,5.548601885,0.019938087,0.467517682,0.003018129,136.9332722,3.209084879,49.71426688,43
Gaia DR3 64449729487990912,55.60010197,22.42113877,1.429,10.207125,0.003193,0.841273,8.758,0.018,2M,135.859543,0.486946,0,1.58568484,nan,nan,9.433211158,0.013638019,1.0436395,0.007638461,4869.853313,144.8662203,12.65282803,22
Gaia DR3 64450283540250240,55.51641778,22.42690925,5.559,11.358484,0.003338,1.240168,9.159,0.018,2M,141.295959,1.714447,1,6.35632406,0.776822199,0.018807886,9.768798367,0.018595921,0.971281146,0.004964556,3098.768347,182.2744172,14.63956832,33
Gaia DR3 64456262134709376,55.61376506,22.57358403,1.048,15.731763,0.00294,2.917896,11.856,0.021,2M,138.106918,0.73365,0,1.9793,-3.96162389,1.20028787,4.936320553,0.051257997,0.406525691,0.004789509,91.43187116,2.555906293,59.08034674,43.5
Gaia DR3 64555694921236352,53.72892577,22.07963807,1.112,15.064295,0.002913,2.444869,11.566,0.02,2M,138.98735,0.764,0,0.827516895,-5.13401376,0.09446707,5.472947127,0.024755366,0.457794031,0.003035793,127.0857381,2.995938902,51.08310881,42
Gaia DR3 64574352259640192,54.42227894,22.28867481,0.977,17.296213,0.003103,3.353004,13.072,0.024,2M,134.211288,2.0125735,0,0.5602,nan,nan,3.318498446,0.025851385,0.224713273,0.003249258,25.99572181,1.12287736,101.9961707,44.5
Gaia DR3 64575730944903552,54.35022088,22.35099487,2.29,9.0814,0.00281,0.687686,7.902,0.027,2M,132.767349,1.672577,1,3.3876,nan,nan,nan,nan,1.335825588,0.018601765,14183.19533,748.0558612,7.575911955,17
Gaia DR3 64588753286083328,53.94335201,22.41391043,0.898,17.380531,0.00311,3.226807,13.271,0.033,2M,140.192337,2.325928,0,0.4939,nan,nan,3.206126347,0.035545655,0.216294111,0.003925298,23.29782134,1.221123584,104.7277101,44
Gaia DR3 64589062523316736,53.93443863,22.45278401,1.052,15.706452,0.002837,2.672079,12.023,0.021,2M,138.599915,0.9486315,0,1.8867,-4.74649345,0.15581886,4.782422069,0.012314234,0.389732391,0.002083891,78.24297089,1.899880137,62.01371204,43
Gaia DR3 64597927335800064,54.10141088,22.62379281,3.65,13.514972,0.002865,1.769749,10.41060943,0.085577971,GBP,139.147217,1.156082,0,11.2287877,0,0,7.627423453,0.335596871,0.664783847,0.017571296,451.0016718,54.09880703,29.50019411,39
Gaia DR3 64600813554014592,54.9340806,22.12939204,1.107,15.546845,0.003076,2.619918,11.893,0.019,2M,139.720627,0.851349,0,1.081,nan,nan,4.90759159,0.046376283,0.404171685,0.004625419,90.20125752,2.433962936,59.48157299,43
Gaia DR3 64642801154268672,55.35551386,22.54892404,1.022,15.303823,0.002963,2.554926,11.703,0.022,2M,136.069733,0.656677,0,nan,-3.20677138,0.13574265,5.204510358,0.046973306,0.430672385,0.004871965,105.0665183,2.988329023,55.14292775,43
Gaia DR3 64653383953596032,55.0291582,22.64659297,0.995,17.14754,0.003084,3.141098,13.052,0.03,2M,134.595139,1.8984455,0,0.481,-11.84846308,0.71137027,3.345828798,0.030796602,0.226827988,0.003447204,26.72111743,1.22611539,101.3229459,44
Gaia DR3 64656201452146304,54.93661013,22.65430971,0.968,16.780579,0.003008,3.083673,12.73,0.023,2M,130.985397,1.316826,0,0.6961,-6.89158478,0.1442707,3.688185819,0.031057189,0.264408896,0.004867333,34.62643991,1.083819814,90.16944495,44
Gaia DR3 64671903852618624,54.59407911,22.49967835,0.87,9.941272,0.002823,0.744369,8.696,0.018,2M,134.785141,0.202614,0,2.203466965,3.59486222,0.07303197,9.385874706,0.014370669,1.060574545,0.003811303,5202.591666,115.4042501,12.24142218,19
Gaia DR3 64739248940235392,56.24551018,22.03245199,1.053,9.362043,0.002766,0.664158,8.278,0.019,2M,139.518829,0.3426055,0,nan,5.0327912,0.03664995,8.897704756,0.01851822,1.226059126,0.009991878,9791.348422,227.8824229,9.05544537,15
Gaia DR3 64743646986745600,56.16526468,22.11331772,1.666,10.885116,0.002784,0.995027,9.127,0.017,2M,144.439041,0.952377,1,6.04,2.35615033,0.183238,9.690829496,0.014410515,0.98461007,0.004267747,3499.480029,69.45805045,14.24349481,29
Gaia DR3 64768763955442944,56.36063712,22.52560594,1.077,16.099396,0.003518,2.787275,12.249,0.02,2M,135.704346,0.9209365,0,1.2098,-4.83050008,0.12863994,4.594764045,0.031558555,0.36482059,0.004511607,60.58328177,1.529452945,66.68501826,43.5
Gaia DR3 64770241424108032,56.17424375,22.46454765,1.149,10.59092,0.002874,0.915663,9.072,0.02,2M,131.852448,0.3379055,0,3.9912,2.79461976,0.00901175,9.641019935,0.049530411,0.95720549,0.004827511,2921.403967,49.11877555,15.07394385,25
Gaia DR3 64795289673433728,56.55770777,22.70551352,0.977,16.55351,0.002937,3.177834,12.461,0.023,2M,133.160034,1.2134555,0,0.3079,-4.8757097,0.44971057,4.184093632,0.037749476,0.318803442,0.005505041,46.97985158,1.45118222,76.43669197,44
Gaia DR3 64796045587678208,56.5399556,22.71039972,1.02,15.822847,0.003015,2.984558,11.903,0.023,2M,142.931076,0.7882615,0,0.8677,-6.12142203,0.23947483,5.003575204,0.056139711,0.412036432,0.005182796,94.37880183,2.858175225,58.15342505,44
Gaia DR3 64797523056344064,56.28616863,22.64183863,1.193,16.453379,0.003112,3.00584,12.483,0.022,2M,132.853821,1.174431,0,0.4623,-8.02969306,0.50987123,4.139785992,0.036108194,0.313895123,0.005297691,45.72267945,1.358369687,77.5714058,44
Gaia DR3 64798038452412928,56.30179388,22.69751204,1.064,16.174246,0.003893,2.859442,12.267,0.018,2M,136.519409,0.9980695,0,0.7676,-8.90300579,0.11214838,4.586877951,0.0284027,0.363911908,0.004356662,60.27982146,1.468896661,66.86302489,44
Gaia DR3 64804360644343424,56.66833683,22.84439314,0.924,17.284359,0.003085,3.154119,13.184,0.032,2M,132.367584,1.6651765,0,0.2955,-4.07306993,0.25165052,3.16551692,0.034468514,0.213251564,0.003386377,22.39331077,1.008997628,105.7353689,44
Gaia DR3 64804841680675200,56.72192628,22.88093328,1.078,11.554062,0.002976,1.055947,9.719,0.019,2M,145.812592,0.418289,0,6.153053625,1.96249278,0.03128023,9.321449941,0.125246037,0.857168348,0.01631916,1555.792693,59.57312153,18.70751605,31
Gaia DR3 64808204638390912,56.65996751,22.91977776,1.037,9.306278,0.002769,0.657387,8.153,0.023,2M,139.17662,0.3782505,0,6.839,4.7881636,0.03333613,8.777042357,0.022363879,1.277708078,0.009087891,11476.48798,396.9593038,8.3085386,17
Gaia DR3 64808483812941440,56.64498192,22.93548228,1.12,14.011793,0.002923,1.975407,10.85,0.018,2M,136.8414,0.4130325,0,2.97240421,-3.06464018,0.04050438,6.347894215,0.022037253,0.568375885,0.002736085,262.3181201,6.130146912,37.80785405,40.5
Gaia DR3 64818203322590208,55.864341,22.62815785,1.019,17.326468,0.003339,3.168995,13.251,0.032,2M,128.417221,1.5330465,0,0.5047,-4.65094435,0.35565645,3.022469965,0.034468514,0.202534175,0.003315685,19.47788323,0.858915409,109.3742194,44
Gaia DR3 64836349560719232,55.86017803,22.71185171,1.113,16.080769,0.003238,2.78454,12.269,0.021,2M,149.928253,1.3420795,0,0.777,-6.84798835,0.20760483,4.738206691,0.012314234,0.383618681,0.002315335,72.92505854,1.970051615,63.123722,43.5
Gaia DR3 64840541448791424,55.82919561,22.78629902,1.058,16.816063,0.003293,3.072949,12.762,0.023,2M,131.202927,1.210434,0,0.3057,-6.67611026,0.4001921,3.649851803,0.031057189,0.260041358,0.004682528,33.68194122,1.013631818,91.39041099,44
Gaia DR3 64841503521468544,55.76746716,22.80096507,8.486,14.297123,0.003255,2.296309,10.785,0.016,2M,129.897064,2.8129655,1,0.310303745,-5.53462993,0.0410248,6.289023419,0.019588669,0.561506515,0.007028159,247.5372722,15.13275435,38.50170774,42
Gaia DR3 64843805623922688,55.85481972,22.89569744,0.977,16.934334,0.003064,3.10494,12.914,0.026,2M,131.715622,1.2880325,0,1.2523,nan,nan,3.456046628,0.035108126,0.23796041,0.005154449,29.28697439,0.971654318,97.86179629,44
Gaia DR3 64856312568645248,56.52185665,22.98163218,1.081,13.413954,0.002883,1.767537,10.5,0.018,2M,130.80423,0.3037715,0,9.8931,-0.455330856,0.048689287,6.894931933,0.045101579,0.625807875,0.002670359,348.5033875,6.488215922,32.56080935,38
Gaia DR3 64857721317916032,56.48735154,23.02478739,1.126,16.504587,0.002931,3.012502,12.579,0.023,2M,134.598312,1.6656115,0,0.57215,-6.67146749,0.41231291,4.028703826,0.037749476,0.301589642,0.006409097,42.71678127,1.540053819,80.50298669,44
Gaia DR3 64864593265614464,56.15739852,22.921029,1.372,14.602414,0.002987,2.368352,11.036,0.02,2M,138.145706,0.5615235,0,0.315150255,-6.1261671,1.20893661,6.14160922,0.026155782,0.544748796,0.003122406,214.8798199,5.739962602,40.25962206,43
Gaia DR3 64866654848374144,56.16223657,23.0404815,5.59,17.022585,0.003621,3.165578,12.499,0.023,2M,103.198792,4.97142395,0,0.8297,nan,nan,3.321123313,0.024774244,0.224909934,0.008450592,26.06234213,3.029931092,101.9333476,45
Gaia DR3 64870296982175488,56.03669188,23.07990657,1.135,14.497981,0.003177,2.223263,11.128,0.018,2M,135.290176,0.525177,0,0.57377609,nan,nan,5.957711986,0.024275836,0.525125498,0.002838265,186.2772733,3.688196539,42.44205051,42
Gaia DR3 64871740091177600,56.29502935,23.04951197,1.022,16.29566,0.004073,2.979025,12.35,0.02,2M,135.503006,1.0433575,0,0.9335,-7.42157351,0.34325727,4.428440442,0.032825631,0.345871737,0.004731587,54.56014895,1.445438413,70.5142425,44
Gaia DR3 64874454510493440,56.39158008,23.18521197,1.026,17.110922,0.003064,3.242163,13.005,0.028,2M,134.650269,1.751381,0,0.5883,nan,nan,3.397765952,0.037808751,0.231320275,0.00609809,28.08110127,1.105524076,99.90964109,44
Gaia DR3 64879402312818944,56.21348113,23.26892132,0.981,8.886077,0.002762,0.547925,7.984,0.033,2M,134.594757,0.35907,0,nan,5.73681357,0.02512546,nan,nan,1.314572109,0.012824147,13173.86036,647.547878,7.831641227,12
Gaia DR3 64884624994048256,56.89491105,22.80132317,1.018,16.003756,0.002995,2.841293,12.147,0.021,2M,135.867599,0.9418485,0,0.6966,-7.36889302,0.38546021,4.684359582,0.012314234,0.376173182,0.002092613,66.93438688,1.632172138,64.50704805,43.5
Gaia DR3 64888129687348736,56.92076976,22.92997244,20.475,11.886297,0.004194,1.408736,9.356,0.018,2M,132.626465,5.257721,1,1.7668,-1.03372673,0.01020345,8.761738604,0.053671503,0.893685576,0.012884109,1993.084364,251.1185209,17.2607852,36
Gaia DR3 64889126119831040,57.09436386,22.8726851,1.117,15.062484,0.002865,2.489535,11.484,0.02,2M,130.33786,0.600639,0,1.1389,-3.62474036,0.09093655,5.401756091,0.024755366,0.450291991,0.002916018,119.9747946,2.715461874,52.16971998,43
Gaia DR3 64889229199044096,57.14659907,22.89511767,1.083,18.549252,0.003984,4.21869,13.747,0.046,2M,144.926163,4.0969695,0,0.2113,nan,nan,2.770863114,0.052301182,0.183697013,0.006194996,15.24511571,1.233533594,116.1222129,45.5
