Name,RAJ2000,DEJ2000,memclass,Kmag,e_Kmag,r_K,Gmag,e_Gmag,BP-RP,bin,RUWE,D,e_D,mass,e_mass,Lbol,e_Lbol,tau,Prot,EW,e_EW,chi,e_chi,NSPTP
Gaia DR3 1628240694828961024,245.8228764,61.89479292,ms,12.505,0.027,2M,16.37607,0.002832,2.865289,0,1.018,127.796524,0.4866675,0.293209867,0.00513633,40.783741,1.174208138,82.57270796,nan,nan,nan,3.953059186,0.044314602,44
Gaia DR3 1628737875946542336,246.8050273,62.96806442,ms,9.744,0.019,2M,12.253089,0.002761,1.49099,0,1.245,108.178391,0.1379165,0.687346977,0.003841286,521.6208168,13.07959133,27.88930894,10.9963492,0.488211615,0.017809381,8.136877984,0.085913227,36
Gaia DR3 1628821370111452800,249.401598,63.61733294,ms,14.031,0.058,2M,18.747387,0.003407,3.790363,0,1.002,124.750366,2.3424265,0.13919818,0.004592725,8.07094943,0.613062592,134.0322571,nan,nan,nan,2.104495501,0.060243658,45.5
Gaia DR3 1640024057864099328,238.7635006,62.97711479,ms,12.896,0.04,2M,16.566965,0.002819,2.860901,0,1.073,112.778694,0.50618,0.207819966,0.003323492,20.86497991,0.922295493,107.5619541,nan,-1.460788185,0.518533323,3.09302039,0.043085642,43
Gaia DR3 1641858215058029696,239.3881025,64.5828552,ms,12.82,0.035,2M,16.733908,0.002904,2.948343,0,0.978,123.737892,0.5980415,0.230392394,0.00562187,27.91659598,1.011683377,100.199698,nan,nan,nan,3.389621906,0.047260939,44
Gaia DR3 1643889047394003840,229.3032325,63.98050563,ms,10.521,0.02,2M,13.570617,0.002789,1.941797,0,1.012,115.579964,0.141991,0.561916207,0.002881716,248.3949748,6.117512766,38.45989857,7.4,0,0,6.292534498,0.024485836,39
Gaia DR3 1643902928728289920,229.0740729,64.06100328,ms,12.812,0.031,2M,16.860575,0.002994,3.159815,0,1.088,100.257286,0.668972,0.193977844,0.002760631,17.42528494,0.63744764,112.3822517,0.93,nan,nan,2.908267056,0.033391373,44
Gaia DR3 1645113387951259904,229.035712,66.32115342,ms,13.64597692,0.085608017,GBP,18.802084,0.003654,3.377358,0,1.045,122.450638,2.3243565,0.161596607,0.006185981,11.53428439,1.195371923,124.6522907,nan,nan,nan,2.493547516,0.099216263,46
Gaia DR3 1645392732624326656,228.0741377,67.08123862,ms,8.892,0.017,2M,10.376121,0.00287,0.875314,0,1.144,115.521423,0.156002,0.928394013,0.004289101,2447.2025,54.98808522,16.01779637,5.358919836,2.102017755,0.039884531,9.159769429,0.041261947,25
Gaia DR3 1648892576918800128,252.8858017,68.28891381,wd,17.90994102,0.085704226,GBP,19.86138,0.005462,1.067196,0,1.048,101.591492,4.65149685,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1657863359146774016,209.0625423,56.99234714,ms,12.493,0.025,2M,16.43801,0.002896,3.022697,0,1.013,94.6179428,0.34713365,0.209575574,0.002118755,21.3472025,0.59683528,106.9676451,1.9,-5.90870811,0.10073879,3.116452804,0.026928526,44
Gaia DR3 1658232623254847616,210.0827401,57.53995773,ms,13.045,0.032,2M,17.110973,0.002908,3.23684,0,1.037,93.4679565,0.5440292,0.162681284,0.002799546,11.70845184,0.419004592,124.2173574,nan,nan,nan,2.508951866,0.031553572,44
Gaia DR3 1659280835792910464,208.5670021,59.29128306,ms,10.789,0.019,2M,14.322535,0.002811,2.444557,0,1.19,92.9654007,0.12238315,0.444267064,0.002505046,114.5531206,2.223815929,53.06218188,0.369435569,-5.113570319,0.095231259,5.344582202,0.023517597,43
Gaia DR3 1659300798800682496,206.8831318,58.35099412,ms,10.415,0.02,2M,13.92643,0.002896,2.411581,0,3.593,98.1738052,0.3169975,0.526413422,0.003030251,187.941914,3.975507081,42.29453991,0.560646993,-3.850146179,0.073824244,5.969870769,0.026973151,43
Gaia DR3 1659699749724125568,212.1240686,58.39121678,ms,nan,nan,nan,17.283909,0.003785,nan,0,1.204,104.990532,2.4393155,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1660095402110621952,210.926383,59.84691705,ms,12.688,0.027,2M,16.696903,0.002865,3.111147,0,1.066,95.513237,0.4137306,0.195479359,0.002304625,17.7691523,0.541037803,111.8476176,0.389,-8.003,0.256,2.928308045,0.029082808,44
Gaia DR3 1660473290513039488,213.4710561,60.57864673,ms,11.994,0.018,2M,15.902233,0.002995,2.895254,0,1.049,99.2036972,0.28484345,0.28610152,0.003456749,39.21272533,0.756269471,84.37669001,0.666243045,-5.75430572,0.09951202,3.888004239,0.030639819,44
Gaia DR3 1660813451922920960,209.3695984,59.84720503,ms,12.646,0.025,2M,16.471685,0.00287,2.929978,0,0.995,99.4353714,0.394619,0.205935187,0.002130964,20.35939511,0.572543307,108.2041961,7,-6.057,0.148,3.067863897,0.026928526,43.5
Gaia DR3 1661283115186488576,211.128999,60.67664033,ms,11.454,0.018,2M,15.35274,0.003188,2.794841,0,6.261,92.8993301,1.0983734,0.358377922,0.005684107,58.46425115,1.86559906,67.95914167,1.267263367,nan,nan,4.538850687,0.0284027,44
Gaia DR3 1662057686768790144,204.0239208,58.81591983,ms,10.71677859,0.085577138,GBP,15.421317,0.00284,2.962301,0,1.259,97.3018951,0.29274365,0.466551852,0.011249017,135.9219365,12.2569328,49.84827304,nan,-6.177999129,0.096156451,5.541571625,0.081651213,45.5
Gaia DR3 1662057686768790272,204.0230417,58.81558214,ms,11.06210802,0.085583866,GBP,15.675353,0.003036,2.883996,0,1.229,96.0456009,0.2483635,0.406097369,0.017237008,91.20671248,9.514123739,59.15311492,nan,-7.462244077,0.14903024,4.931093186,0.209913703,45.5
Gaia DR3 1662668499837500032,205.4207454,60.9521116,ms,12.457,0.023,2M,16.773705,0.006539,3.365967,0,4.275,91.7183228,1.6991272,0.207025843,0.003715211,20.65044662,1.023024188,107.8320203,nan,nan,nan,3.082421084,0.024774244,45
Gaia DR3 1662827207468895360,204.7276415,60.79005864,ms,12.497,0.023,2M,16.182508,0.002827,2.704249,0,1.081,109.646049,0.447941,0.239698951,0.003793775,29.61116496,0.719950012,97.33360431,0.633,nan,nan,3.471305852,0.031057189,43
Gaia DR3 1662855584317183744,204.8636142,61.06174546,ms,9.451,0.022,2M,11.845004,0.00278,1.409724,0,1.01,98.0609589,0.0998802,0.694077267,0.001356506,582.8489848,18.49242059,27.42991794,10.53094605,0.547384858,0.013060207,8.459887586,0.087069911,34
Gaia DR3 1662855584317698176,204.8656205,61.06417603,ms,13.59,0.053,2M,18.013868,0.003102,3.337799,0,1.095,98.8708954,0.9240265,0.135045974,0.003684709,7.554027836,0.456997503,135.857819,nan,nan,nan,2.038144279,0.055050239,45
Gaia DR3 1663238798479454976,199.8096012,59.87634709,ms,13.128,0.025,2M,17.353632,0.002973,3.37888,0,1.095,85.4139099,0.5690231,0.144420335,0.001876708,8.771583525,0.266380292,131.7756722,nan,-5.465645997,0.636195695,2.188687852,0.028841937,44.5
Gaia DR3 1663286184854047232,199.7490459,60.52007938,ms,12.102,0.022,2M,15.994482,0.002996,2.898499,0,1.045,99.292244,0.38908005,0.267311931,0.003629153,35.26884116,0.819869042,89.36827194,1.00293,-5.89374346,0.149283323,3.713665854,0.029706876,44
Gaia DR3 1664230734062003328,207.7787285,61.44629342,ms,14.668,0.082,2M,19.484646,0.004318,3.089304,0,1.045,103.051956,2.3878785,0.0914586,0.001438964,2.744993815,0.286874224,156.8213362,nan,-6.859180273,1.153704923,0.919729999,0.089942776,45.5
Gaia DR3 1665235447171350528,203.432259,62.51191399,ms,12.177,0.021,2M,16.012785,0.002931,2.88812,0,0.973,99.0563278,0.2946358,0.25499871,0.00337514,32.62344596,0.704724014,92.82382926,0.81,nan,nan,3.605592326,0.028356564,43.5
Gaia DR3 1665685353585859456,202.093756,64.11107703,ms,13.368,0.039,2M,17.525633,0.002961,3.336443,0,1.01,98.9714966,0.90117645,0.14961866,0.002838806,9.529418763,0.44114434,129.5721276,nan,-6.646965652,1.410334913,2.280952334,0.044993422,44.5
Gaia DR3 1665794063502270464,204.410282,63.92531046,ms,12.586,0.026,2M,16.49991,0.002881,3.011556,0,1.045,96.9804153,0.3995056,0.206387546,0.002218766,20.47961008,0.599998014,108.049655,nan,-5.517029394,1.096211386,3.073901618,0.028005667,44
Gaia DR3 1666327571455612672,202.5460047,66.19950087,ms,10.996,0.018,2M,14.577277,0.002891,2.570742,0,1.168,86.0219498,0.1166267,0.388405178,0.001479954,77.05649793,1.324184231,62.25272891,nan,-6.606710026,0.262299578,4.77282344,0.010555057,43
Gaia DR3 1666483805185815680,217.2888821,61.51501719,ms,11.697,0.022,2M,15.611341,0.002954,2.91342,0,3.324,97.1812668,0.8923225,0.331978995,0.005381012,50.52809996,1.525095656,73.48464893,1.573367601,nan,nan,4.303029989,0.036108194,44
Gaia DR3 1666535649735776256,217.1531168,62.05220356,ms,13.754,0.042,2M,18.072859,0.003194,3.479007,0,1.156,101.072937,1.17597605,0.127492236,0.003183875,6.697049005,0.34867605,139.2516883,nan,-0.539399398,0.136216002,1.917437446,0.043624718,45
Gaia DR3 1666584547938761600,216.418472,62.17927237,ms,12.047,0.019,2M,15.964207,0.002879,3.012474,0,1.066,97.2799835,0.28635025,0.268941201,0.003087595,35.63458317,0.703546507,88.92222119,4.109208342,-2.58896005,0.12728272,3.72796601,0.025655938,44
Gaia DR3 1667017789879903616,217.8182041,63.22286315,ms,11.826,0.023,2M,15.592257,0.002886,2.804695,0,1.189,97.1974792,0.28772735,0.308605695,0.004344079,44.40552898,1.078909391,78.81612415,1.485049358,-5.89530665,0.09494448,4.092038076,0.037749476,43
Gaia DR3 1667489892685370624,212.721036,62.52220801,ms,7.306,0.02,2M,8.196145,0.002767,0.521238,1,2.531,101.928947,0.387768,1.342868991,0.010510198,14461.9271,426.1430283,7.494085144,0.88,4.601835256,0.054941721,nan,nan,13
Gaia DR3 1668031264722832256,215.1963917,63.76847672,ms,13.111,0.023,2M,17.705107,0.003551,3.841888,0,1.237,95.1498795,0.8412399,0.160767858,0.001942701,11.38290634,0.358027261,124.9857693,nan,nan,nan,2.478838146,0.026534582,45.5
Gaia DR3 1668110665782756352,213.7178526,64.1483591,ms,13.859,0.044,2M,18.62712,0.003619,3.935823,0,0.959,90.5711594,1.000103,0.109296092,0.002502273,4.685928303,0.250754795,147.8287856,nan,nan,nan,1.484439698,0.056573765,45.5
Gaia DR3 1668243298668303872,215.5479604,64.92317847,ms,12.641,0.023,2M,16.44594,0.002852,2.906253,0,1.039,107.955963,0.464687,0.220744669,0.002000104,24.68713203,0.651057201,103.2734632,nan,nan,nan,3.265528761,0.024774244,43.5
Gaia DR3 1668291333582959232,215.2886902,65.36346672,ms,6.051,0.02,2M,7.143545,0.002765,0.622705,0,0.912,127.701195,0.3250045,2.923300617,0.035654828,343209.9679,15081.30577,0,1.579068127,nan,nan,nan,nan,17
Gaia DR3 1669197262443650944,223.261642,65.7230661,ms,nan,nan,nan,17.051777,0.003102,nan,0,1.031,105.054703,1.0119555,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1669197262444734976,223.261787,65.72329168,ms,12.15996878,0.085592029,GBP,16.778595,0.003258,2.888566,0,3.048,104.542259,2.403854,0.276620451,0.018022345,37.21109591,3.896879462,86.85407009,nan,nan,nan,3.799240883,0.146390248,45.5
Gaia DR3 1670841891321489920,209.6714062,63.68878581,ms,8.617,0.016,2M,11.075772,0.002768,1.449128,1,1.205,92.294693,0.12856675,0.885339288,0.002431245,1845.612535,41.79425467,17.57830603,12,0.71914243,0.013892579,8.600869348,0.073926959,35
Gaia DR3 1676360061007537024,197.7307515,63.91503412,ms,13.455,0.037,2M,17.759453,0.003065,3.706613,0,0.892,87.5386658,0.7859192,0.126642126,0.002718818,6.606905562,0.292643173,139.639621,nan,nan,nan,1.903852899,0.038431299,45
Gaia DR3 1677385669133235968,191.2327762,64.7714131,ms,11.62817083,0.085585008,GBP,16.47278,0.003068,3.08582,0,1.215,87.4244385,0.5459023,0.302737093,0.015831213,42.98851092,3.930334077,80.22427156,nan,-5.003944503,0.375470223,4.039061916,0.141150214,45.5
Gaia DR3 1679257381520942592,193.0474346,67.61663618,ms,10.29194678,0.085576575,GBP,14.3655,0.002823,2.451063,0,1.204,85.3868637,0.26604845,0.500719295,0.012324685,157.377001,13.98531355,45.35698717,nan,nan,nan,5.719449461,0.122962839,44
Gaia DR3 1679257381521578368,193.0465866,67.61646247,ms,nan,nan,nan,15.146507,0.003024,nan,0,1.261,86.7116318,0.4138756,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1688919030713474944,192.1526497,70.46265969,ms,14.309,0.069,2M,19.1218,0.003895,3.119211,0,0.993,95.9309692,2.3202591,0.096239107,0.002775035,3.372651554,0.299934145,154.3521022,nan,nan,nan,1.124554787,0.06306963,45.5
Gaia DR3 1690625232240611712,185.2902569,73.22544401,ms,11.514,0.022,2M,16.153397,0.003113,2.969553,0,1.121,92.6448288,0.789814,0.346362315,0.005219155,54.7082641,1.600877408,70.41193058,nan,-5.235304257,0.367100227,4.432868914,0.036108194,45.5
Gaia DR3 3958376898062188928,194.8649583,26.44184324,ms,12.583,0.026,2M,16.55903,0.002815,3.092222,0,0.977,81.5342636,0.39702225,0.176144143,0.002288665,13.86542707,0.404339878,118.9603082,nan,nan,nan,2.671872817,0.025637277,44
Gaia DR3 3960724252307532672,187.227926,25.91285161,ms,5.289,0.017,2M,5.241875,0.003205,-0.01414,1,1.764,77.0384445,2.19306945,2.335450782,0.104977351,171073.0991,19197.53152,0,nan,10.74039008,0.014739471,nan,nan,nan
Gaia DR3 4012356528073700096,188.7479228,31.09317542,ms,9.592,0.018,2M,12.523683,0.002774,1.835134,0,1.131,80.2188187,0.19141005,0.581344755,0.002674097,287.6190486,5.362275215,36.53852415,nan,0.286,0.017,6.507650507,0.033055879,38
Gaia DR3 4013807814702885120,184.4275038,30.98329738,ms,12.106,0.022,2M,15.904346,0.00284,2.885513,0,0.979,80.3686142,0.2786255,0.212202829,0.001877132,22.08974361,0.54630158,106.0852657,nan,-3.13035507,1.007463952,3.151519264,0.023697103,43.5
Gaia DR3 4015069916612571008,185.5514299,30.85938765,ms,13.03,0.028,2M,17.325916,0.003216,3.479114,0,0.995,78.1177292,0.65543365,0.138197726,0.002173126,7.943253209,0.27998979,134.4695589,nan,-3.94328671,0.16306092,2.088508498,0.029083145,45
Gaia DR3 4034556767349900032,178.9488813,39.07340449,ms,8.637,0.023,2M,10.083089,0.002765,0.854848,0,0.983,107.055588,0.1873325,0.951427022,0.005423268,2863.676214,54.14592044,15.25722722,nan,2.520218779,0.035510037,9.579484805,0.056959972,24
Gaia DR3 767609856655383040,173.6384074,39.92404922,ms,10.991,0.018,2M,14.649266,0.002812,2.667334,0,0.998,80.5121841,0.144474,0.377155335,0.001491172,67.69553964,1.172213786,64.32255735,nan,-5.1509767,0.301494224,4.691462679,0.010555057,43
Gaia DR3 773486643226095360,179.8256966,46.28850308,ms,nan,nan,nan,15.588943,0.003753,nan,0,1.423,84.6270981,0.79990765,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 773486643227068032,179.8257846,46.28810126,ms,9.548014509,0.085576575,GBP,13.00573,0.002823,2.006465,1,1.216,84.4284439,0.1210098,0.624926278,0.012293612,346.3875014,30.70079085,32.63441014,nan,-1.14642159,0.03181692,6.879469161,0.215485323,42
Gaia DR3 792073882999629056,176.7649875,51.41681742,ms,9.658,0.02,2M,12.637341,0.002784,1.838942,0,1.263,84.6663437,0.11993405,0.588663971,0.002890724,302.5347686,6.101858741,35.84485906,nan,-0.688257876,0.051770189,6.597073824,0.034566108,38
Gaia DR3 792521113649731968,178.7630139,53.31937343,ms,13.577,0.028,2M,18.757492,0.003357,3.819082,0,1.079,86.0852356,1.9117241,0.117888177,0.002763379,5.60445713,0.332112314,143.7063628,nan,nan,nan,1.705620082,0.0383514,46
Gaia DR3 836411796765328128,164.8185788,51.49768798,ms,12.286,0.019,2M,16.178738,0.002812,2.973688,0,1.036,85.940033,0.31899645,0.209419176,0.001665926,21.30379541,0.46693935,107.0204363,nan,-4.29058578,0.70697034,3.114365335,0.02046568,44
Gaia DR3 840830592261179648,178.1000029,54.5648667,ms,14.481,0.069,2M,20.041004,0.004897,2.926041,0,1.111,87.7716217,3.88401795,0.088831463,0.002119114,2.320437985,0.301049604,158.1972842,nan,nan,nan,0.754160615,0.084145486,47.5
Gaia DR3 841449415445339264,173.9869578,54.77259928,ms,11.489,0.019,2M,15.239573,0.002933,2.779013,0,1.051,85.7098007,0.183754,0.32021045,0.003552454,47.34656313,0.93867188,76.11497199,nan,-6.41914405,0.30204578,4.196794761,0.03118435,43
Gaia DR3 841449415445339392,173.9856445,54.77377212,ms,10.52639618,0.085576674,GBP,15.093307,0.002826,2.844876,0,2.588,85.7014465,0.31531905,0.455509232,0.011266952,124.8765288,11.27964033,51.41118771,nan,-5.42683455,0.07819753,5.451265394,0.106448072,45.5
Gaia DR3 845681985456288128,173.1897497,57.11471779,ms,14.386,0.061,2M,19.734282,0.004385,3.580316,0,1.13,88.5891266,3.0409355,0.090763853,0.001430024,2.616368777,0.271647768,157.1838872,nan,-6.000829392,2.473321126,0.873524065,0.049097062,48
Gaia DR3 845981945971988096,174.3725149,57.61981091,ms,12.355,0.024,2M,16.300415,0.002848,3.015516,0,1,86.1941528,0.28561785,0.204359794,0.002024315,19.94621405,0.532480013,108.7443786,nan,nan,nan,3.046836839,0.025851385,44
Gaia DR3 857806987370330624,170.2127943,59.32367486,ms,10.158,0.022,2M,13.502031,0.002791,2.233623,0,1.109,82.0850601,0.08392715,0.507635897,0.003157349,165.0787112,3.639948851,44.50731116,nan,-0.526370484,0.044555576,5.788674981,0.03145561,42
Gaia DR3 858266239632493440,173.2192908,58.91106469,ms,8.707792717,0.085577804,GBP,10.718411,0.00286,1.101078,0,7.994,92.3130493,1.68788145,0.862336695,0.030514162,1587.176106,304.7776734,18.49347718,nan,1.41453725,0.02508501,9.244672761,0.640051906,32
Gaia DR3 858266239633259648,173.2194899,58.91095795,ms,8.725996264,0.085584543,GBP,10.734584,0.003055,1.099912,0,10.482,86.7378922,1.68914795,0.796073355,0.023620865,1210.607736,214.5601854,21.49547918,nan,nan,nan,9.475009965,0.246642956,32
Gaia DR3 860850298117080704,167.7570125,59.86798077,ms,11.445,0.022,2M,15.167974,0.002809,2.738242,0,1.048,93.9686508,0.19880295,0.364535661,0.004087126,60.48796376,1.381744324,66.74077504,nan,-6.678466158,0.287509529,4.592291257,0.034714411,43
Gaia DR3 860928363443081728,170.1339591,60.19753131,ms,12.875,0.03,2M,16.924532,0.002871,3.223698,0,1.042,88.421814,0.4352608,0.166705764,0.002597441,12.31547538,0.408389233,122.6186432,nan,nan,nan,2.557654153,0.029581474,44
